name,birth_year,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,retire_year,AVG,OBP,SLG,OPS
Archi Cianfrocco,1969,500,1276,136,308,59,7,34,185,16,3,80,360,1998,0.24137931,0.286135693,0.378526646,0.664662339
Archie Brathwaite,1923,108,385,60,103,19,5,4,60,9,7,39,37,1948,0.267532468,0.33490566,0.374025974,0.708931634
Archie Moore,1941,41,40,5,11,4,0,1,5,0,0,6,13,1965,0.275,0.369565217,0.45,0.819565217
Archie Ware,1918,188,696,96,200,29,9,4,105,14,14,52,152,1948,0.287356322,0.336898396,0.372126437,0.709024833
Archie Wilson,1928,51,140,9,31,5,3,0,17,0,0,7,14,1952,0.221428571,0.258503401,0.3,0.558503401
Archie Yelle,1894,87,199,13,32,4,0,0,7,2,7,15,19,1919,0.16080402,0.219626168,0.180904523,0.400530691
Argenis Diaz,1987,22,33,0,8,1,0,0,2,0,1,3,10,2010,0.242424242,0.305555556,0.272727273,0.578282828
Argenis Reyes,1985,58,127,13,26,0,0,1,3,3,0,5,24,2009,0.204724409,0.234848485,0.228346457,0.463194942
Arismendy Alc찼ntara,1991,167,428,51,81,15,3,11,39,14,8,24,150,2017,0.189252336,0.232300885,0.315420561,0.547721446
Aristides Aquino,1995,244,686,87,145,28,1,41,108,12,5,66,255,2022,0.211370262,0.280585106,0.434402332,0.714987439
Arky Vaughan,1912,1817,6622,1175,2103,356,128,96,926,118,32,937,276,1948,0.317577771,0.402169599,0.453488372,0.855657971
Arlie Latham,1870,1627,6822,1478,1833,245,85,27,625,761,39,588,539,1909,0.268689534,0.326720648,0.341395485,0.668116133
Arlie Tarbert,1904,40,86,6,16,2,0,0,7,1,0,4,13,1928,0.186046512,0.222222222,0.209302326,0.431524548
Armando Alvarez,2001,16,37,7,9,1,0,0,2,1,0,2,8,2024,0.243243243,0.282051282,0.27027027,0.552321552
Armando Celada,1906,36,118,10,24,7,0,0,7,6,2,8,37,1929,0.203389831,0.253968254,0.262711864,0.516680118
Armando Marsans,1888,646,2273,267,612,67,19,2,221,171,42,173,117,1918,0.26924769,0.320932134,0.31808183,0.639013964
Armando Rios,1975,419,1021,135,275,55,8,36,167,14,10,115,206,2003,0.269343781,0.343309859,0.444662096,0.787971955
Armando Vazquez,1922,62,191,27,50,3,4,2,20,2,7,16,75,1948,0.261780105,0.31884058,0.35078534,0.66962592
Army Rhodes,1918,12,38,2,4,1,0,0,3,0,5,1,37,1942,0.105263158,0.128205128,0.131578947,0.259784076
Arndt Jorgens,1906,307,738,79,176,31,5,4,89,3,3,85,73,1939,0.238482385,0.317132442,0.310298103,0.627430545
Arnold Hauser,1888,433,1468,180,349,33,20,6,137,68,11,121,184,1915,0.23773842,0.295783512,0.29972752,0.595511032
Arnold Statz,1898,683,2585,376,737,114,31,17,215,77,53,194,211,1928,0.285106383,0.335012594,0.372920696,0.707933291
Arquimedez Pozo,1972,26,74,4,14,4,1,1,14,1,0,2,15,1997,0.189189189,0.210526316,0.310810811,0.521337127
Art Allison,1853,31,130,9,27,2,1,0,10,6,2,2,6,1876,0.207692308,0.21969697,0.238461538,0.458158508
Art Ball,1874,33,84,7,16,2,0,0,8,2,5,7,38,1898,0.19047619,0.252747253,0.214285714,0.467032967
Art Brouthers,1883,37,144,18,30,5,1,0,14,4,2,5,37,1906,0.208333333,0.234899329,0.256944444,0.491843773
Art Bues,1890,16,46,3,10,1,1,0,4,1,5,5,7,1914,0.217391304,0.294117647,0.282608696,0.576726343
Art Butler,1888,456,1289,181,311,44,13,3,101,54,25,146,102,1916,0.241272304,0.318466899,0.302560124,0.621027023
Art Croft,1854,114,442,45,86,11,2,0,43,11,5,6,38,1878,0.194570136,0.205357143,0.228506787,0.43386393
Art Devlin,1881,1315,4412,603,1185,164,57,10,505,285,23,576,329,1913,0.268585675,0.353047314,0.338395286,0.691442599
Art Ewoldt,1896,9,32,2,7,1,0,0,2,0,2,1,5,1919,0.21875,0.242424242,0.25,0.492424242
Art Fletcher,1887,1537,5541,684,1534,238,77,32,675,159,51,203,385,1922,0.276845335,0.302402507,0.36491608,0.667318587
Art Gardner,1953,86,99,12,16,0,0,0,5,1,1,4,25,1978,0.161616162,0.194174757,0.161616162,0.355790919
Art Garibaldi,1913,71,232,30,64,12,0,1,20,3,2,16,30,1936,0.275862069,0.322580645,0.340517241,0.663097887
Art Griggs,1889,442,1370,127,379,73,20,5,152,36,16,105,173,1918,0.276642336,0.328135593,0.370072993,0.698208586
Art Hefner,1925,23,88,8,20,0,0,0,6,5,2,7,37,1948,0.227272727,0.284210526,0.227272727,0.511483254
Art Hoelskoetter,1882,300,952,59,225,21,8,2,53,9,9,40,150,1908,0.236344538,0.267137097,0.281512605,0.548649702
Art Howe,1952,891,2626,268,682,139,23,43,293,10,10,275,287,1985,0.259710586,0.329886246,0.379284082,0.709170328
Art Jahn,1904,104,349,45,97,15,8,1,55,2,4,17,36,1928,0.277936963,0.31147541,0.375358166,0.686833576
