name,birth,G,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,SO,GDP,active_year,pic_url,first_year,last_year,AVG,OBP,SLG,OPS
최보성,1998,22,31,2,8,0,0,0,8,1,0,1,2,1,7,1,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68909.jpg,2021,2023,0.258,0.303,0.258,0.561
최선호,1991,110,74,20,11,2,0,0,13,4,4,2,3,0,24,0,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/64493.jpg,2015,2019,0.149,0.182,0.176,0.357
최순하,1955,38,82,5,17,0,0,0,17,5,0,0,10,1,8,1,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/80561.jpg,1982,1982,0.207,0.293,0.207,0.501
최승준,1988,182,459,54,110,15,0,31,218,82,0,0,49,6,163,13,10,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/76158.jpg,2006,2020,0.24,0.313,0.475,0.788
최승환,1978,318,559,52,122,22,0,13,183,64,1,0,51,6,122,18,11,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/70122.jpg,2000,2013,0.218,0.284,0.327,0.611
최영술,1972,37,38,6,5,0,0,0,5,3,5,3,5,0,6,1,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/91213.jpg,1991,1994,0.132,0.233,0.132,0.364
최영조,1963,25,32,1,5,0,0,0,5,1,1,0,5,0,11,1,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/80562.jpg,1982,1982,0.156,0.27,0.156,0.427
최영진,1988,370,730,85,186,34,5,14,272,77,12,10,54,9,146,18,10,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61197.jpg,2012,2022,0.255,0.306,0.373,0.679
최영환,1959,135,255,22,50,7,3,4,75,25,0,2,18,3,47,9,5,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82581.jpg,1982,1989,0.196,0.249,0.294,0.543
최용규,1985,162,293,39,62,5,3,3,82,24,18,13,21,2,80,3,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/78666.jpg,2008,2015,0.212,0.264,0.28,0.544
최용제,1991,112,157,16,44,3,1,0,49,25,0,0,16,3,31,3,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/64213.jpg,2016,2022,0.28,0.347,0.312,0.659
최윤석,1987,324,529,70,109,11,1,2,128,33,17,12,92,12,129,10,8,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/60805.jpg,2010,2019,0.206,0.324,0.242,0.566
최익성,1972,621,1686,309,450,83,6,60,725,216,85,23,200,78,304,31,12,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94426.jpg,1994,2005,0.267,0.345,0.43,0.775
최재룡,1964,29,38,5,11,3,0,1,17,6,0,2,0,0,5,0,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/90285.jpg,1991,1991,0.289,0.289,0.447,0.737
최재원,1990,271,360,76,87,17,1,7,127,44,22,10,46,12,103,7,6,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/63913.jpg,2013,2020,0.242,0.328,0.353,0.68
최정기,1956,29,32,4,9,3,0,1,15,8,0,1,2,0,8,0,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/80583.jpg,1982,1983,0.281,0.324,0.469,0.792
최정민,1989,230,290,67,85,7,1,2,100,23,12,10,21,9,85,4,8,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62893.jpg,2012,2021,0.293,0.341,0.345,0.686
최정우,1955,108,141,21,24,2,1,0,28,7,6,2,13,0,29,3,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/40003.jpg,1982,1984,0.17,0.24,0.199,0.439
최준석,1983,1564,4613,543,1270,177,5,201,2060,881,10,8,677,28,1079,168,16,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71552.jpg,2002,2018,0.275,0.368,0.447,0.815
최준호,1966,30,61,3,11,2,0,0,13,3,2,0,5,1,11,1,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/91871.jpg,1991,1993,0.18,0.242,0.213,0.456
최진행,1985,1104,3356,428,886,169,1,152,1513,551,17,20,416,64,952,99,15,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/74729.jpg,2004,2020,0.264,0.345,0.451,0.796
최철민,1972,48,102,19,28,5,1,1,38,13,0,1,5,1,25,1,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/95650.jpg,1996,1997,0.275,0.308,0.373,0.681
최태원,1970,1284,4231,565,1133,176,14,24,1409,344,130,72,398,86,468,51,11,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93807.jpg,1993,2003,0.268,0.331,0.333,0.664
최해명,1964,240,542,58,141,32,2,3,186,55,8,5,57,9,61,22,5,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/89440.jpg,1989,1993,0.26,0.331,0.343,0.674
최해식,1968,681,1729,154,375,61,2,17,491,165,3,17,145,32,301,55,10,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/90020.jpg,1991,2000,0.217,0.277,0.284,0.561
최현종,1985,18,32,2,4,1,0,0,5,1,0,1,4,0,9,0,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/74304.jpg,2008,2008,0.125,0.222,0.156,0.378
최형현,1972,47,42,2,7,0,0,0,7,3,1,2,3,0,7,1,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/91449.jpg,1994,1997,0.167,0.222,0.167,0.389
최홍석,1960,312,611,42,146,22,0,8,192,62,2,0,40,9,97,24,7,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/91444.jpg,1983,1991,0.239,0.286,0.314,0.6
최훈락,1982,141,172,25,35,6,0,2,47,13,4,4,7,13,56,5,6,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/75608.jpg,2005,2013,0.203,0.235,0.273,0.508
최훈재,1967,1056,2606,327,677,148,19,62,1049,368,23,22,285,25,329,61,13,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/89142.jpg,1989,2001,0.26,0.333,0.403,0.735
최희섭,1979,634,2131,327,598,115,4,100,1021,393,16,14,365,24,515,67,8,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/77623.jpg,2007,2015,0.281,0.386,0.479,0.865
최희창,1975,36,47,2,8,1,0,1,12,3,0,0,4,1,19,0,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/91624.jpg,1995,1998,0.17,0.235,0.255,0.491
추성건,1970,392,594,96,147,18,4,17,224,74,22,6,89,3,165,14,7,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93240.jpg,1993,2001,0.247,0.346,0.377,0.723
추승우,1979,503,1151,160,278,37,8,5,346,91,60,17,114,36,252,11,11,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/72139.jpg,2002,2014,0.242,0.31,0.301,0.61
추신수,1982,439,1505,266,396,70,5,54,638,205,51,19,276,42,370,24,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/51817.jpg,2021,2024,0.263,0.377,0.424,0.801
치멜리스,1967,118,409,48,114,22,0,17,187,63,1,3,29,5,58,7,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/80585.jpg,1998,1998,0.279,0.326,0.457,0.784
카날리,1965,17,38,2,7,0,0,1,10,3,0,0,2,0,4,2,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/99324.jpg,1999,1999,0.184,0.225,0.263,0.488
카펜터,1968,39,142,23,40,7,0,5,62,32,5,2,13,1,32,1,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/70310.jpg,2000,2000,0.282,0.342,0.437,0.779
칸투,1982,111,376,56,116,25,1,18,197,72,1,0,34,7,85,11,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/64203.jpg,2014,2014,0.309,0.366,0.524,0.89
캐세레스,1964,175,576,61,144,21,3,5,186,53,20,9,34,3,66,10,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/98213.jpg,1998,1999,0.25,0.292,0.323,0.615
쿡슨,1969,43,151,20,33,2,1,8,61,25,2,1,19,2,44,7,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/70124.jpg,2000,2003,0.219,0.306,0.404,0.71
쿨바,1966,115,410,68,130,27,1,26,237,97,2,3,51,5,102,5,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/80587.jpg,1998,1998,0.317,0.393,0.578,0.971
쿨바,1972,44,149,15,32,6,0,10,68,24,0,0,12,1,46,4,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/73233.jpg,2003,2003,0.215,0.273,0.456,0.73
퀸란,1968,269,922,140,215,36,3,65,452,157,2,5,88,24,343,10,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/70317.jpg,2000,2002,0.233,0.3,0.49,0.79
크레익,1994,61,222,25,55,12,0,6,85,30,0,1,20,4,43,4,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/51309.jpg,2021,2021,0.248,0.31,0.383,0.693
크론,1993,67,243,21,54,13,1,11,102,35,0,0,9,3,68,3,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/52827.jpg,2022,2022,0.222,0.25,0.42,0.67
크루즈,1973,164,574,89,178,38,0,24,288,106,2,0,89,10,98,24,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/77725.jpg,2007,2008,0.31,0.403,0.502,0.904
클락,1976,342,1305,239,349,65,9,58,606,219,60,20,171,9,235,31,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/78725.jpg,2008,2010,0.267,0.352,0.464,0.817
클리어,1973,203,686,101,199,37,4,22,310,86,25,9,69,15,145,17,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/75154.jpg,2005,2006,0.29,0.355,0.452,0.807
타바레스,1971,120,482,63,144,21,3,4,183,58,41,15,37,3,58,4,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/70641.jpg,2000,2001,0.299,0.349,0.38,0.728
터커,1990,364,1367,192,388,97,1,50,637,222,0,2,175,20,177,36,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/69652.jpg,2019,2021,0.284,0.365,0.466,0.831
터크먼,1990,144,575,88,166,37,4,12,247,43,19,11,64,7,104,12,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/52712.jpg,2022,2022,0.289,0.36,0.43,0.79
테이텀,1967,20,72,12,21,4,1,4,39,10,0,0,10,2,12,2,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/70123.jpg,2000,2000,0.292,0.378,0.542,0.92
테임즈,1986,390,1351,343,472,102,14,124,974,382,64,14,235,32,293,15,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/64914.jpg,2014,2016,0.349,0.446,0.721,1.167
파레디스,1988,21,65,7,9,2,1,1,16,4,1,0,4,1,17,0,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68244.jpg,2018,2018,0.138,0.188,0.246,0.435
팔카,1991,51,196,17,41,7,0,8,72,23,2,0,18,0,58,5,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50469.jpg,2020,2020,0.209,0.276,0.367,0.643
페게로,1987,52,199,24,57,10,0,9,94,44,2,1,12,2,63,2,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/69165.jpg,2019,2019,0.286,0.327,0.472,0.799
페라자,1998,122,455,75,125,24,0,24,221,70,7,5,63,2,129,6,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/54730.jpg,2024,2024,0.275,0.363,0.486,0.849
페레즈,1969,222,860,113,263,39,0,35,407,144,10,10,44,10,100,32,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/73559.jpg,2003,2007,0.306,0.34,0.473,0.813
페레즈,1991,59,224,26,60,15,1,5,92,33,4,5,17,4,52,4,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/51714.jpg,2021,2021,0.268,0.32,0.411,0.73
페르난데스,1974,132,499,81,140,24,0,45,299,107,4,4,49,7,114,8,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/72824.jpg,2002,2002,0.281,0.345,0.599,0.944
페르난데스,1988,568,2206,316,723,115,0,57,1009,351,1,5,219,27,176,101,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/69209.jpg,2019,2022,0.328,0.388,0.457,0.846
페타지니,1971,183,604,91,204,33,1,33,338,135,3,0,137,9,96,12,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/78129.jpg,2008,2009,0.338,0.46,0.56,1.02
펠로우,1973,109,398,56,113,15,1,23,199,69,3,4,30,11,84,6,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/75551.jpg,2005,2005,0.284,0.334,0.5,0.834
펠릭스,1967,130,459,69,121,24,1,19,204,79,1,1,52,7,123,7,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/98142.jpg,1998,1999,0.264,0.339,0.444,0.783
펨버튼,1969,75,271,28,69,13,1,11,117,48,2,1,23,19,56,6,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/72650.jpg,2002,2002,0.255,0.313,0.432,0.745
포조,1973,39,122,11,26,3,0,1,32,8,1,0,6,0,17,4,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/70640.jpg,2000,2000,0.213,0.25,0.262,0.512
폭스,1982,38,108,16,30,4,0,7,55,25,0,0,8,3,27,9,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/65762.jpg,2015,2015,0.278,0.328,0.509,0.837
폴,1969,113,397,48,111,18,2,18,187,64,3,2,35,6,115,11,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/72322.jpg,2002,2002,0.28,0.338,0.471,0.809
풀리엄,1967,91,288,46,77,13,1,16,140,55,2,2,27,7,55,11,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/70865.jpg,2000,2000,0.267,0.33,0.486,0.816
프랑코,1961,132,477,79,156,19,1,22,243,110,12,5,63,2,86,11,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/70414.jpg,2000,2000,0.327,0.406,0.509,0.915
프랭클린,1972,87,288,54,72,13,1,24,159,58,10,4,59,13,109,2,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/72337.jpg,2002,2003,0.25,0.378,0.552,0.93
프레이타스,1989,43,139,13,36,10,0,2,52,14,0,0,7,1,29,7,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/51324.jpg,2021,2021,0.259,0.295,0.374,0.669
피렐라,1989,420,1671,270,509,86,7,73,828,286,30,15,154,24,239,47,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/51463.jpg,2021,2023,0.305,0.363,0.496,0.859
피어슨,1974,129,502,67,145,12,0,31,250,108,0,1,47,5,85,9,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/99344.jpg,1999,1999,0.289,0.35,0.498,0.848
피에,1985,119,445,61,145,33,2,17,233,92,9,11,41,0,60,11,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/64746.jpg,2014,2014,0.326,0.383,0.524,0.906
피커링,1976,60,212,23,59,11,0,9,97,34,2,0,31,5,62,5,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/76836.jpg,2006,2006,0.278,0.37,0.458,0.828
피터스,1995,85,316,32,72,16,0,13,127,48,7,4,26,8,77,5,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/52526.jpg,2022,2022,0.228,0.287,0.402,0.688
필,1984,367,1397,216,442,99,2,61,728,253,34,14,98,11,209,38,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/64699.jpg,2014,2016,0.316,0.361,0.521,0.882
필립스,1970,66,230,37,60,10,0,15,115,46,1,0,25,5,62,10,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71325.jpg,2001,2001,0.261,0.333,0.5,0.833
하득인,1966,326,679,59,161,35,2,11,233,95,8,5,60,27,88,20,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94323.jpg,1994,1997,0.237,0.299,0.343,0.642
하준호,1989,326,726,111,169,32,1,14,245,72,32,13,70,22,236,8,9,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/78517.jpg,2009,2023,0.233,0.3,0.337,0.638
하춘동,1977,60,80,15,15,1,1,0,18,7,0,2,4,4,26,1,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/96467.jpg,1996,2002,0.188,0.226,0.225,0.451
한규식,1976,335,562,73,124,17,2,3,154,39,2,2,51,4,128,11,7,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/99554.jpg,1999,2007,0.221,0.285,0.274,0.56
한기철,1969,249,188,47,49,10,2,3,72,20,20,17,14,3,46,3,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/92409.jpg,1992,1997,0.261,0.312,0.383,0.695
한나한,1980,32,107,17,35,9,0,4,56,22,0,0,12,3,31,4,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/65104.jpg,2015,2015,0.327,0.395,0.523,0.918
한대화,1960,1335,4264,610,1190,199,21,163,1920,712,79,53,608,33,567,118,15,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/83270.jpg,1983,1997,0.279,0.369,0.45,0.819
한동희,1999,661,2093,226,548,108,1,59,835,270,2,8,208,20,438,78,7,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68525.jpg,2018,2024,0.262,0.329,0.399,0.728
한문연,1961,664,1490,119,381,68,4,14,499,165,8,11,144,11,123,39,10,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/83574.jpg,1983,1992,0.256,0.321,0.335,0.656
한상훈,1980,1043,2539,303,606,100,14,12,770,216,52,37,296,25,489,62,11,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/73703.jpg,2003,2015,0.239,0.318,0.303,0.621
한성구,1988,17,30,1,11,4,0,0,15,4,0,0,2,0,7,0,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61693.jpg,2012,2012,0.367,0.406,0.5,0.906
한영준,1962,1009,2838,385,717,126,17,48,1021,314,93,62,400,64,345,65,12,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/85571.jpg,1985,1996,0.253,0.345,0.36,0.705
한윤섭,1985,81,50,14,6,1,1,0,9,4,6,1,4,2,9,2,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/78762.jpg,2008,2012,0.12,0.185,0.18,0.365
한혁수,1970,136,209,16,38,7,0,2,51,7,0,3,18,0,39,6,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93806.jpg,1993,1995,0.182,0.247,0.244,0.491
함석원,1975,62,64,6,11,3,0,0,14,5,2,2,2,1,23,0,5,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94250.jpg,1994,1998,0.172,0.197,0.219,0.416
함학수,1955,483,1330,186,344,59,7,32,513,185,44,17,83,8,153,26,6,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82000.jpg,1982,1987,0.259,0.302,0.386,0.688
해즐베이커,1987,11,41,5,6,2,0,2,14,5,1,1,4,1,18,0,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/69605.jpg,2019,2019,0.146,0.222,0.341,0.564
해처,1969,25,68,6,11,1,0,1,15,5,0,0,2,2,22,2,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/72553.jpg,2002,2002,0.162,0.186,0.221,0.406
허관회,1999,54,95,8,18,2,0,0,20,3,1,0,14,1,32,3,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/69706.jpg,2020,2023,0.189,0.294,0.211,0.504
허규옥,1956,842,2506,375,705,97,37,21,939,225,158,69,221,14,358,31,11,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82480.jpg,1982,1992,0.281,0.34,0.375,0.714
허도환,1984,885,1515,134,316,75,2,13,434,142,2,6,126,69,444,49,15,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/77243.jpg,2007,2024,0.209,0.269,0.286,0.556
허문회,1972,523,1018,87,274,37,2,20,375,129,9,11,76,15,140,29,10,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94145.jpg,1994,2003,0.269,0.32,0.368,0.688
허승민,1986,120,93,14,14,3,1,0,19,3,10,4,6,0,25,0,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/78458.jpg,2008,2010,0.151,0.202,0.204,0.406
허운,1959,77,192,17,44,4,0,2,54,12,0,0,7,2,28,1,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/80612.jpg,1982,1984,0.229,0.256,0.281,0.538
허웅,1983,50,73,7,18,3,0,0,21,7,1,0,4,0,16,0,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/72324.jpg,2011,2015,0.247,0.286,0.288,0.573
허유신,1973,38,59,3,10,2,0,0,12,6,2,1,3,0,14,2,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/96343.jpg,1997,1998,0.169,0.21,0.203,0.413
허일,1992,142,251,20,58,8,0,2,72,23,2,1,21,2,62,5,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61566.jpg,2011,2020,0.231,0.29,0.287,0.577
허일상,1979,129,193,16,43,10,1,2,61,13,0,1,12,2,31,2,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/72522.jpg,2002,2009,0.223,0.268,0.316,0.584
허정협,1990,302,702,93,172,24,0,19,253,95,1,2,81,15,192,13,7,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/65399.jpg,2015,2021,0.245,0.323,0.36,0.684
허준,1970,1001,2151,213,474,71,6,19,614,188,23,25,144,15,269,58,12,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93705.jpg,1993,2004,0.22,0.269,0.285,0.555
허준,1981,263,308,22,63,11,1,4,88,33,0,2,21,6,100,8,9,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/75344.jpg,2005,2014,0.205,0.255,0.286,0.541
헤어,1967,29,68,3,14,3,0,0,17,3,0,0,4,0,25,3,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/80614.jpg,1998,1998,0.206,0.25,0.25,0.5
현남수,1965,112,143,19,30,4,1,0,36,7,4,4,9,0,21,1,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/89572.jpg,1989,1991,0.21,0.257,0.252,0.508
현재윤,1979,461,912,96,211,42,3,11,292,87,10,11,67,14,115,18,10,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/72427.jpg,2002,2014,0.231,0.284,0.32,0.604
호세,1965,394,1330,247,411,74,5,95,780,314,22,9,304,8,286,28,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/99534.jpg,1999,2007,0.309,0.438,0.586,1.024
호잉,1989,368,1388,203,383,88,5,63,670,249,55,21,124,15,269,17,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68730.jpg,2018,2021,0.276,0.335,0.483,0.818
혼즈,1970,23,82,8,26,6,1,1,37,10,0,0,7,0,14,5,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/70837.jpg,2000,2000,0.317,0.371,0.451,0.822
홀,1969,116,414,73,101,12,3,4,131,23,47,11,34,2,68,5,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/99408.jpg,1999,1999,0.244,0.301,0.316,0.618
홍명찬,1987,35,42,3,8,1,0,0,9,2,0,0,2,0,12,2,6,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/76854.jpg,2006,2015,0.19,0.227,0.214,0.442
홍문종,1954,694,2434,338,672,121,23,43,968,258,161,84,281,16,225,25,7,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/84573.jpg,1984,1990,0.276,0.351,0.398,0.749
홍성갑,1992,66,88,5,19,0,1,0,21,10,1,0,3,5,31,4,5,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61366.jpg,2014,2018,0.216,0.242,0.239,0.48
홍성호,1997,48,80,9,21,6,0,0,27,6,1,1,4,1,28,1,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/66233.jpg,2022,2024,0.262,0.298,0.338,0.635
홍성흔,1977,1957,6789,872,2046,323,12,208,3017,1120,85,49,645,78,1018,230,18,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/99222.jpg,1999,2016,0.301,0.362,0.444,0.806
홍세완,1978,817,2853,366,774,134,4,90,1186,431,41,32,288,37,396,94,10,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/70626.jpg,2000,2010,0.271,0.338,0.416,0.754
홍순기,1967,19,36,1,4,1,0,0,5,3,0,2,6,2,11,3,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94518.jpg,1994,1994,0.111,0.238,0.139,0.377
홍승규,1960,502,1199,173,303,46,5,18,413,98,39,36,115,8,167,16,8,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/83472.jpg,1983,1990,0.253,0.318,0.344,0.663
홍신차,1959,111,184,14,52,7,0,4,71,28,1,2,16,1,19,6,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/80618.jpg,1984,1985,0.283,0.34,0.386,0.726
