name,birth,G,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,SO,GDP,active_year,pic_url,first_year,last_year,AVG,OBP,SLG,OPS
정구선,1956,769,2574,308,644,92,5,84,998,316,18,20,365,33,284,53,8,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/83350.jpg,1983,1990,0.25,0.343,0.388,0.731
정구왕,1954,294,712,69,166,11,4,4,197,49,34,24,41,10,87,16,5,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82001.jpg,1982,1986,0.233,0.275,0.277,0.552
정국헌,1964,48,61,6,10,2,0,1,15,4,3,0,2,1,19,3,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/87550.jpg,1987,1990,0.164,0.19,0.246,0.436
정근우,1982,1747,6219,1072,1877,319,34,121,2627,722,371,133,665,102,731,142,16,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/75808.jpg,2005,2020,0.302,0.369,0.422,0.792
정기창,1970,177,370,41,87,7,4,13,141,44,11,8,27,3,96,13,5,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93802.jpg,1994,1998,0.235,0.287,0.381,0.668
정기훈,1995,29,31,9,5,2,0,0,7,2,0,1,3,2,15,0,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/64209.jpg,2020,2020,0.161,0.235,0.226,0.461
정대선,2004,22,42,5,6,1,0,0,7,6,0,0,2,2,10,0,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/53568.jpg,2023,2024,0.143,0.182,0.167,0.348
정문섭,1960,76,136,13,25,3,0,4,40,13,0,2,16,1,36,1,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/80203.jpg,1982,1985,0.184,0.27,0.294,0.564
정문언,1962,192,552,59,158,42,3,13,245,57,2,11,60,2,96,10,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/91355.jpg,1991,1992,0.286,0.356,0.444,0.8
정민규,2003,15,39,4,5,1,0,0,6,0,0,0,1,1,17,1,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/51764.jpg,2021,2022,0.128,0.15,0.154,0.304
정범모,1987,485,943,85,196,47,0,19,300,96,13,10,80,10,262,22,13,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/76720.jpg,2006,2022,0.208,0.27,0.318,0.588
정병곤,1988,165,197,36,39,2,1,2,49,20,1,0,9,5,52,8,5,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/61104.jpg,2011,2019,0.198,0.233,0.249,0.482
정보명,1980,439,1189,112,322,66,6,9,427,137,11,14,94,20,236,36,9,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/73513.jpg,2003,2013,0.271,0.324,0.359,0.683
정삼룡,1965,71,138,13,25,3,0,5,43,13,0,1,12,0,25,7,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/88250.jpg,1990,1992,0.181,0.247,0.312,0.558
정상진,1964,165,323,22,73,13,1,1,91,29,6,2,17,4,37,5,5,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/87750.jpg,1987,1992,0.226,0.265,0.282,0.546
정상호,1982,1154,2453,285,600,126,3,73,951,346,3,14,184,62,697,64,18,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71842.jpg,2001,2021,0.245,0.297,0.388,0.685
정성룡,1964,533,1015,117,231,46,1,27,360,125,9,5,158,12,206,19,11,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/84450.jpg,1984,1995,0.228,0.332,0.355,0.686
정성훈,1980,2223,7359,1040,2159,396,23,174,3123,997,130,64,813,120,1054,216,20,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/99606.jpg,1999,2018,0.293,0.364,0.424,0.788
정수근,1977,1544,5329,866,1493,230,50,24,1895,450,474,156,621,51,608,84,15,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/95208.jpg,1995,2009,0.28,0.355,0.356,0.711
정수성,1978,722,1071,212,258,34,10,7,333,58,127,40,73,36,237,14,14,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/97350.jpg,1998,2013,0.241,0.289,0.311,0.6
정영규,1970,655,1719,214,440,84,15,45,689,180,12,29,173,33,362,27,9,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93411.jpg,1993,2001,0.256,0.324,0.401,0.725
정영기,1956,743,1963,172,472,57,10,8,573,162,25,21,144,10,211,47,9,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82153.jpg,1982,1990,0.24,0.292,0.292,0.584
정영진,1965,189,345,30,72,20,2,0,96,16,3,3,47,8,86,7,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/91326.jpg,1991,1993,0.209,0.304,0.278,0.582
정원배,1973,46,73,7,17,3,0,1,23,7,1,0,3,0,17,0,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/96822.jpg,1998,2000,0.233,0.263,0.315,0.578
정원석,1977,542,971,138,250,36,7,16,348,104,38,25,95,43,233,25,10,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/70240.jpg,2000,2012,0.257,0.324,0.358,0.682
정은원,2000,747,2474,356,637,98,19,32,869,230,57,29,376,11,495,33,7,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68743.jpg,2018,2024,0.257,0.355,0.351,0.707
정의윤,1986,1369,4060,457,1127,185,13,119,1695,563,29,21,268,69,641,114,15,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/75151.jpg,2005,2021,0.278,0.322,0.417,0.74
정인교,1957,48,58,3,8,1,0,0,9,4,0,0,4,2,10,6,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/97678.jpg,1984,1987,0.138,0.194,0.155,0.349
정재호,1967,29,55,6,14,6,0,0,20,4,0,1,3,1,11,0,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/90272.jpg,1990,1990,0.255,0.293,0.364,0.657
정종현,1959,151,271,32,60,8,2,11,105,31,1,4,20,10,34,8,6,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82005.jpg,1982,1987,0.221,0.275,0.387,0.662
정주현,1990,762,1653,260,392,68,12,18,538,153,68,35,170,6,383,33,12,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/79150.jpg,2009,2023,0.237,0.308,0.325,0.634
정준영,2004,77,110,15,28,4,0,0,32,9,0,0,11,1,27,2,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/53058.jpg,2023,2024,0.255,0.322,0.291,0.613
정진기,1992,400,803,119,183,25,4,23,285,94,29,7,42,9,200,8,9,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/61869.jpg,2011,2022,0.228,0.266,0.355,0.621
정진식,1971,93,106,13,25,5,0,1,33,5,1,1,6,0,26,0,5,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94724.jpg,1994,2001,0.236,0.277,0.311,0.588
정진호,1956,452,1035,110,261,43,4,6,330,89,25,25,103,14,142,25,8,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/83450.jpg,1983,1990,0.252,0.32,0.319,0.639
정진호,1988,635,1278,215,334,54,8,14,446,134,45,20,121,10,216,24,9,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/61208.jpg,2011,2021,0.261,0.325,0.349,0.674
정학수,1956,356,1052,137,283,52,6,6,365,92,28,20,141,8,92,19,6,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/80502.jpg,1982,1989,0.269,0.355,0.347,0.702
정학원,1968,68,146,8,32,3,2,0,39,20,2,1,10,4,32,3,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/91806.jpg,1991,1995,0.219,0.269,0.267,0.536
정혁진,1960,97,217,19,52,8,1,3,71,25,3,2,7,3,29,3,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82007.jpg,1982,1983,0.24,0.263,0.327,0.591
정현,1994,386,758,95,186,37,4,11,264,66,8,6,61,31,179,29,7,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/63450.jpg,2013,2021,0.245,0.302,0.348,0.65
정현발,1953,476,1202,158,313,59,4,46,518,187,15,19,161,6,204,29,7,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/95101.jpg,1982,1988,0.26,0.348,0.431,0.779
정현석,1984,378,858,110,225,36,1,12,299,71,8,10,78,17,152,29,8,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/78745.jpg,2008,2017,0.262,0.324,0.348,0.672
정현택,1980,55,86,11,22,1,1,2,31,8,1,0,8,1,19,3,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/98129.jpg,1999,2001,0.256,0.319,0.36,0.68
정형식,1991,350,734,114,176,36,8,9,255,73,37,19,86,19,147,11,6,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/79459.jpg,2009,2014,0.24,0.32,0.347,0.667
정호진,1974,80,137,14,28,5,0,0,33,8,1,0,9,2,15,8,5,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/93502.jpg,1993,1998,0.204,0.253,0.241,0.494
정회열,1968,621,1501,146,369,58,4,36,543,200,7,15,99,24,216,45,10,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/90660.jpg,1990,1999,0.246,0.292,0.362,0.654
정희상,1982,74,132,15,27,5,1,2,40,9,4,0,12,2,41,4,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/75762.jpg,2005,2010,0.205,0.271,0.303,0.574
제러드,1995,38,144,29,47,16,1,10,95,39,4,0,21,3,35,0,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/54295.jpg,2024,2024,0.326,0.412,0.66,1.072
조경택,1970,770,1295,123,299,59,3,15,409,112,7,12,135,38,286,32,12,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/92204.jpg,1992,2003,0.231,0.303,0.316,0.619
조경환,1972,897,2622,350,683,141,10,131,1237,444,12,19,274,60,781,46,10,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/98533.jpg,1998,2007,0.26,0.33,0.472,0.802
조규철,1969,249,222,41,45,6,3,1,60,20,18,6,13,2,70,4,7,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93525.jpg,1993,1999,0.203,0.247,0.27,0.517
조남기,1974,25,37,5,10,2,0,0,12,5,0,0,3,1,6,1,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/97623.jpg,1997,1999,0.27,0.325,0.324,0.649
조동찬,1983,1171,3360,470,867,156,6,92,1311,426,150,29,311,75,784,75,16,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/72466.jpg,2002,2018,0.258,0.321,0.39,0.711
조동화,1981,1189,2940,449,736,73,30,9,896,232,191,50,297,47,583,29,14,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71848.jpg,2001,2016,0.25,0.319,0.305,0.624
조민성,2003,27,42,4,10,2,0,1,15,8,1,1,2,1,13,1,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/52405.jpg,2022,2023,0.238,0.273,0.357,0.63
조범현,1960,620,1091,103,219,38,5,12,303,107,15,15,64,3,179,16,11,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82279.jpg,1982,1992,0.201,0.245,0.278,0.523
조상헌,1964,30,52,8,11,2,0,0,13,2,2,2,1,0,10,0,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/80532.jpg,1988,1989,0.212,0.226,0.25,0.476
조성옥,1961,920,2148,227,532,78,17,5,659,210,38,43,229,24,218,30,12,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/84574.jpg,1984,1995,0.248,0.32,0.307,0.627
조성우,1988,57,100,18,20,0,0,4,32,11,6,1,10,0,23,0,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/60891.jpg,2013,2014,0.2,0.273,0.32,0.593
조성환,1976,1032,3077,459,874,167,7,44,1187,329,116,33,259,51,492,51,13,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/99543.jpg,1999,2014,0.284,0.34,0.386,0.725
조셉,1991,55,197,17,54,3,0,9,84,36,0,1,14,4,46,3,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/69150.jpg,2019,2019,0.274,0.322,0.426,0.749
조쉬벨,1986,63,240,33,64,8,1,10,104,39,3,0,30,1,56,10,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/64154.jpg,2014,2014,0.267,0.348,0.433,0.781
조승현,1978,70,103,7,20,2,0,4,34,11,1,0,4,3,34,4,5,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/97335.jpg,1997,2005,0.194,0.224,0.33,0.554
조양근,1964,534,1189,143,276,35,8,6,345,92,51,25,96,11,163,24,7,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/88772.jpg,1988,1994,0.232,0.289,0.29,0.58
조영훈,1982,855,1786,219,459,94,6,47,706,258,35,17,189,15,442,19,11,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/75441.jpg,2005,2017,0.257,0.328,0.395,0.723
조용호,1965,361,843,132,246,30,6,6,306,60,24,31,94,24,149,12,6,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/87771.jpg,1987,1993,0.292,0.363,0.363,0.726
조용호,1989,696,2013,286,553,67,9,3,647,173,52,24,269,11,364,29,8,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/64868.jpg,2017,2024,0.275,0.36,0.321,0.682
조원우,1971,1368,4220,586,1190,164,25,68,1608,443,123,53,335,68,538,85,15,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94836.jpg,1994,2008,0.282,0.335,0.381,0.716
조유신,1975,74,111,13,22,4,1,1,31,6,1,0,11,0,32,4,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/97559.jpg,1997,2000,0.198,0.27,0.279,0.55
조윤준,1989,81,130,10,26,1,1,0,29,17,0,0,3,1,32,5,6,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62147.jpg,2012,2017,0.2,0.218,0.223,0.441
조윤채,1977,94,113,38,28,4,0,1,35,3,5,4,16,5,30,2,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/70723.jpg,2002,2004,0.248,0.341,0.31,0.651
조인성,1975,1948,5351,576,1348,248,10,186,2174,801,13,16,359,54,1055,142,20,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/98144.jpg,1998,2017,0.252,0.299,0.406,0.705
조인신,1980,49,41,6,6,2,0,0,8,2,1,0,2,0,9,0,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/73567.jpg,2004,2005,0.146,0.186,0.195,0.381
조재호,1980,382,509,56,111,20,3,5,152,53,6,8,54,10,104,11,9,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/72313.jpg,2002,2012,0.218,0.293,0.299,0.592
조재환,1964,218,505,47,120,12,0,1,135,15,4,5,53,1,48,8,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/87671.jpg,1987,1990,0.238,0.31,0.267,0.577
조정권,1976,127,132,14,26,2,0,1,31,9,1,0,9,2,23,6,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71463.jpg,2001,2003,0.197,0.248,0.235,0.483
조정원,1990,65,104,7,16,1,1,0,19,8,4,1,8,0,24,3,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/63792.jpg,2013,2015,0.154,0.214,0.183,0.397
조종규,1955,53,48,2,3,0,0,1,6,1,1,0,5,2,16,2,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/87013.jpg,1983,1984,0.062,0.151,0.125,0.276
조중근,1982,421,727,69,167,23,3,15,241,85,10,5,45,18,188,19,12,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71835.jpg,2003,2015,0.23,0.275,0.331,0.606
조충열,1959,569,1163,104,251,35,4,3,303,66,15,11,71,14,118,45,9,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82673.jpg,1982,1990,0.216,0.261,0.261,0.521
조평호,1985,118,184,25,41,11,0,4,64,16,1,1,17,2,56,7,9,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/74358.jpg,2006,2017,0.223,0.289,0.348,0.636
조필현,1971,111,178,21,31,5,3,0,42,11,10,7,21,2,56,3,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/90475.jpg,1990,1994,0.174,0.261,0.236,0.497
조한민,2000,77,177,22,36,10,2,5,65,20,3,2,13,4,79,4,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/69705.jpg,2020,2021,0.203,0.258,0.367,0.625
조현,1976,243,543,67,126,18,4,14,194,65,5,3,47,7,134,11,5,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/95103.jpg,1995,2002,0.232,0.293,0.357,0.65
조현수,1979,222,462,47,116,24,0,6,158,46,2,3,30,20,104,8,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/72752.jpg,2002,2005,0.251,0.297,0.342,0.639
조호,1957,77,66,11,15,2,0,0,17,4,4,2,6,5,16,1,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/80535.jpg,1982,1985,0.227,0.292,0.258,0.549
조홍석,1990,116,191,27,37,9,2,0,50,10,3,5,18,6,53,3,5,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/63593.jpg,2013,2019,0.194,0.263,0.262,0.525
조홍준,1977,27,35,3,4,1,0,1,8,3,0,0,2,1,18,2,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/70625.jpg,2000,2000,0.114,0.162,0.229,0.391
조효상,1974,198,204,30,41,16,2,1,64,17,3,2,10,5,74,1,10,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/96704.jpg,1996,2005,0.201,0.238,0.314,0.552
조흥운,1954,291,774,100,187,33,8,5,251,71,71,29,59,2,106,11,5,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/80536.jpg,1982,1986,0.242,0.295,0.324,0.62
존갈,1978,43,107,10,26,6,0,0,32,10,0,2,15,0,12,7,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/76525.jpg,2006,2006,0.243,0.336,0.299,0.635
주경업,1968,58,110,9,22,3,0,0,25,8,1,0,9,0,16,3,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/91333.jpg,1991,1993,0.2,0.261,0.227,0.488
주성원,2000,52,124,14,26,3,1,1,34,7,0,0,7,0,36,3,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/69332.jpg,2023,2024,0.21,0.252,0.274,0.526
주현상,1992,122,222,18,47,7,0,0,54,12,2,0,21,3,47,5,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/65707.jpg,2015,2024,0.212,0.28,0.243,0.523
주효상,1997,256,391,33,75,15,1,2,98,37,1,2,36,4,139,5,6,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/66354.jpg,2016,2023,0.192,0.26,0.251,0.511
지석훈,1984,1207,2538,283,569,121,10,47,851,285,12,14,210,66,633,67,16,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/73306.jpg,2004,2021,0.224,0.283,0.335,0.619
지승준,1977,60,54,8,13,0,0,0,13,4,1,0,4,0,8,2,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/96653.jpg,1998,1999,0.241,0.293,0.241,0.534
지시완,1994,324,679,69,166,30,0,19,253,85,1,0,54,9,199,22,8,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/64717.jpg,2015,2023,0.244,0.3,0.373,0.673
지재옥,1988,54,73,6,9,1,0,2,16,4,1,0,15,3,22,2,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62302.jpg,2012,2016,0.123,0.273,0.219,0.492
지화동,1967,404,806,104,167,32,2,3,212,68,36,21,57,4,132,16,5,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/90761.jpg,1990,1994,0.207,0.26,0.263,0.523
지화선,1970,229,546,57,145,29,4,2,188,42,12,9,41,4,71,5,5,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93720.jpg,1993,1997,0.266,0.317,0.344,0.661
진갑용,1974,1823,5242,567,1445,234,8,154,2157,753,13,15,473,93,720,154,19,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/97202.jpg,1997,2015,0.276,0.336,0.411,0.747
진상봉,1965,399,813,117,199,30,4,27,318,105,12,12,129,28,159,25,8,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/90768.jpg,1990,1997,0.245,0.348,0.391,0.739
차동열,1956,433,960,84,207,25,3,9,265,84,12,7,80,10,153,29,9,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82574.jpg,1982,1991,0.216,0.276,0.276,0.552
차상욱,1972,87,89,9,15,1,1,0,18,5,7,3,10,2,20,2,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/95449.jpg,1995,1996,0.169,0.253,0.202,0.455
차영화,1957,532,1236,136,290,33,4,2,337,75,80,41,90,11,100,25,8,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/10005.jpg,1982,1989,0.235,0.287,0.273,0.559
차일목,1981,900,1942,221,454,66,2,25,599,233,14,17,267,37,372,71,14,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/73602.jpg,2003,2017,0.234,0.326,0.308,0.635
차화준,1986,220,324,46,73,12,3,1,94,16,9,5,22,6,81,5,6,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/75307.jpg,2005,2013,0.225,0.275,0.29,0.565
채상병,1979,411,942,92,200,35,6,18,301,100,3,3,44,22,190,29,9,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/72742.jpg,2002,2012,0.212,0.247,0.32,0.567
채종국,1975,659,1343,169,318,54,1,22,440,128,8,16,88,59,213,28,9,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/98315.jpg,1999,2008,0.237,0.284,0.328,0.611
채종범,1977,681,2108,279,553,94,10,50,817,246,25,33,191,56,305,54,8,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/70833.jpg,2000,2010,0.262,0.324,0.388,0.711
채태인,1982,1241,3905,481,1162,213,9,127,1774,678,8,9,416,37,974,87,14,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/77463.jpg,2007,2020,0.298,0.365,0.454,0.819
천보성,1953,174,444,56,106,22,1,8,154,55,10,5,47,2,41,7,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/40002.jpg,1982,1984,0.239,0.312,0.347,0.658
초이스,1989,142,525,92,144,27,1,34,275,103,2,1,50,17,128,9,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67394.jpg,2017,2018,0.274,0.337,0.524,0.861
최경모,1996,193,144,36,32,3,0,0,35,6,10,3,9,0,32,3,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/69802.jpg,2019,2024,0.222,0.268,0.243,0.511
최경철,1980,560,925,95,195,32,3,10,263,89,8,5,68,23,252,13,11,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/73824.jpg,2004,2017,0.211,0.265,0.284,0.549
최경환,1972,810,2075,266,549,95,12,32,764,222,59,25,164,20,333,33,10,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/70117.jpg,2000,2009,0.265,0.318,0.368,0.687
최계영,1963,594,1391,187,351,54,15,7,456,117,57,34,175,13,118,29,8,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/86540.jpg,1986,1993,0.252,0.336,0.328,0.664
최규하,1970,40,35,5,5,1,0,0,6,1,1,1,2,0,11,0,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93150.jpg,1993,1996,0.143,0.189,0.171,0.361
최기문,1973,1075,2595,307,681,124,17,35,944,270,46,30,216,47,322,42,13,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/96224.jpg,1996,2009,0.262,0.319,0.364,0.683
최길성,1978,170,388,33,88,20,2,7,133,44,5,0,45,3,99,8,6,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/70649.jpg,2000,2007,0.227,0.307,0.343,0.65
최달호,1969,27,52,1,10,3,0,1,16,3,1,1,4,1,15,1,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/90000.jpg,1990,1992,0.192,0.25,0.308,0.558
최동수,1971,1293,3332,340,894,160,4,90,1332,502,9,13,297,36,547,115,19,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94132.jpg,1994,2013,0.268,0.328,0.4,0.728
최동창,1965,372,780,88,194,36,4,19,295,95,4,5,123,21,178,24,9,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/86240.jpg,1986,1994,0.249,0.351,0.378,0.729
최만호,1974,669,973,140,217,41,6,18,324,96,30,19,67,32,268,10,12,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/97351.jpg,1997,2009,0.223,0.273,0.333,0.606
최무영,1962,66,98,11,17,3,0,2,26,7,2,2,9,2,18,2,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/80560.jpg,1986,1989,0.173,0.243,0.265,0.508
최민창,1996,27,39,4,9,0,0,0,9,2,0,1,3,0,9,0,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/65157.jpg,2017,2024,0.231,0.286,0.231,0.516
