,full_name,birth_year,retire_year,G,AB,H,2B,3B,HR,BB,SO,RBI,R,SB,CS,AVG,OBP,SLG,OPS
7554,Ping Bodie,1890,1921,1051,3670,1011,169,72,43,312,315,516,393,83,40,0.275476839,0.332245103,0.395912807,0.72815791
7555,Pinky Hargrave,1901,1933,650,1601,445,91,16,39,140,165,265,177,17,8,0.27795128,0.336013785,0.427857589,0.763871374
7556,Pinky Higgins,1910,1946,1802,6636,1941,374,51,140,800,590,1075,930,61,59,0.292495479,0.368612157,0.427516576,0.796128733
7557,Pinky Swander,1880,1904,15,52,14,2,2,0,10,75,6,9,0,5,0.269230769,0.387096774,0.384615385,0.771712159
7558,Pinky Ward,1903,1932,332,1125,302,50,14,8,164,188,120,170,45,14,0.268444444,0.361520559,0.359111111,0.72063167
7559,Pinky Whitney,1905,1939,1539,5765,1701,303,56,93,400,438,927,696,45,28,0.295056375,0.340794809,0.415437988,0.756232797
7560,Piper Davis,1919,1948,152,570,178,33,13,8,56,151,84,109,15,11,0.312280702,0.373801917,0.457894737,0.831696654
7561,Placido Polanco,1975,2013,1927,7214,2142,348,32,104,429,538,723,1009,81,30,0.29692265,0.336386236,0.397283061,0.733669296
7562,Podge Weihe,1860,1884,64,260,66,13,2,4,9,75,62,30,11,5,0.253846154,0.278810409,0.365384615,0.644195024
7563,Poindexter Williams,1901,1933,417,1296,393,60,24,21,80,227,234,155,10,21,0.303240741,0.34375,0.435185185,0.778935185
7564,Pokey Reese,1974,2004,856,2833,704,128,17,44,226,531,271,366,144,26,0.248499824,0.304020922,0.352276738,0.65629766
7565,Polly McLarry,1891,1915,70,129,25,3,0,1,14,57,12,16,2,4,0.19379845,0.272727273,0.240310078,0.51303735
7566,Pompeyo Davalillo,1930,1953,19,58,17,1,0,0,1,7,2,10,1,0,0.293103448,0.305084746,0.310344828,0.615429573
7567,Pop Joy,1861,1884,36,130,28,0,0,0,2,37,31,12,6,2,0.215384615,0.227272727,0.215384615,0.442657343
7568,Pop Lloyd,1899,1929,429,1616,564,87,27,16,130,226,303,293,61,15,0.349009901,0.397479954,0.465965347,0.863445301
7569,Pop Schriver,1865,1901,800,2727,720,117,40,16,223,342,375,367,46,32,0.264026403,0.319661017,0.35386872,0.673529737
7570,Pop Smith,1857,1891,1112,4238,941,141,87,24,325,532,420,643,202,28,0.222038697,0.277449047,0.313355356,0.590804403
7571,Pop Snyder,1854,1891,797,3122,737,110,39,7,75,380,339,355,80,34,0.236066624,0.253988114,0.30301089,0.556999004
7572,Pop Swett,1867,1890,37,94,18,4,3,1,16,26,12,16,4,2,0.191489362,0.309090909,0.329787234,0.638878143
7573,Porter Dallas,1908,1932,89,320,93,12,1,2,18,37,32,30,6,5,0.290625,0.328402367,0.353125,0.681527367
7574,Preacher Davis,1898,1921,18,64,13,4,0,0,7,37,3,9,1,2,0.203125,0.281690141,0.265625,0.547315141
7575,Preston Tucker,1993,2018,243,600,133,38,1,23,41,151,68,65,0,2,0.221666667,0.271450858,0.403333333,0.674784191
7576,Preston Ward,1928,1959,744,2067,522,83,15,50,231,315,262,219,7,11,0.252539913,0.32767624,0.379777455,0.707453695
7577,Preston Wilson,1975,2007,1108,4003,1055,221,16,189,350,1085,668,573,124,55,0.263552336,0.322765909,0.468398701,0.79116461
7578,Prince Fielder,1982,2016,1611,5821,1645,321,10,319,847,1155,1028,862,18,11,0.282597492,0.373725255,0.505583233,0.879308488
7579,Pryor McElveen,1886,1911,174,502,105,16,4,4,36,87,56,42,12,7,0.209163347,0.262081784,0.280876494,0.542958278
7580,Pug Bennett,1883,1907,240,919,228,24,9,1,77,75,55,86,27,5,0.248095756,0.3062249,0.297062024,0.603286924
7581,Pumpsie Green,1936,1963,344,796,196,31,12,13,138,132,74,119,12,10,0.246231156,0.357601713,0.364321608,0.721923321
7582,Punch Knoll,1882,1905,80,244,52,10,5,0,9,37,29,24,3,2,0.213114754,0.241106719,0.295081967,0.536188687
7583,Purnal Goldy,1939,1963,29,78,18,1,1,3,0,16,12,9,0,0,0.230769231,0.230769231,0.384615385,0.615384615
7584,Putsy Caballero,1922,1952,321,658,150,21,3,1,41,34,40,81,10,16,0.227963526,0.273247496,0.273556231,0.546803727
7585,Pythias Russ,1902,1929,311,1146,375,65,26,14,73,151,212,215,47,11,0.327225131,0.367514356,0.465968586,0.833482942
7586,Queenie O'Rourke,1885,1908,34,108,25,1,0,0,4,37,3,5,4,2,0.231481481,0.258928571,0.240740741,0.499669312
7587,Quilvio Veras,1972,2001,767,2780,750,129,15,32,427,462,239,469,183,83,0.269784173,0.367009666,0.361510791,0.728520458
7588,Quincy Smith,1921,1945,11,35,8,2,1,0,1,75,0,7,1,5,0.228571429,0.25,0.342857143,0.592857143
7589,Quincy Trouppe,1919,1952,162,490,127,25,9,6,67,192,73,91,7,21,0.259183673,0.348294434,0.383673469,0.731967904
7590,Quintin Berry,1990,2017,132,305,80,10,6,3,26,86,33,53,29,2,0.262295082,0.320241692,0.363934426,0.684176118
7591,Quinton McCracken,1972,2006,999,2462,675,118,32,21,229,445,244,359,89,44,0.274167344,0.335934597,0.373679935,0.709614532
7592,R C Stevens,1935,1961,104,162,34,4,1,8,12,41,21,21,1,0,0.209876543,0.264367816,0.395061728,0.659429544
7593,R.J. Reynolds,1960,1990,786,2270,605,121,17,35,190,419,294,288,109,29,0.266519824,0.323170732,0.381057269,0.704228
7594,Rabbit Maranville,1890,1935,2670,10078,2605,380,177,28,839,756,884,1255,291,127,0.258483826,0.315471283,0.339650724,0.655122008
7595,Rabbit Martinez,1915,1947,283,950,217,26,9,3,85,156,85,116,16,18,0.228421053,0.29178744,0.284210526,0.575997966
7596,Rabbit Warstler,1907,1940,1206,4088,935,133,36,11,405,414,332,431,42,31,0.2287182,0.298241709,0.286937378,0.585179087
7597,Rafael Almeida,1888,1913,102,285,77,13,6,3,25,40,46,32,7,7,0.270175439,0.329032258,0.389473684,0.718505942
7598,Rafael Bautista,1994,2018,26,31,4,0,0,0,2,6,0,3,0,0,0.129032258,0.181818182,0.129032258,0.31085044
7599,Rafael Belliard,1959,1998,1154,2301,508,55,14,2,136,384,142,217,43,17,0.220773577,0.264259335,0.259452412,0.523711747
7600,Rafael Bournigal,1970,1999,365,932,234,44,3,4,59,64,85,104,12,5,0.251072961,0.295660949,0.317596567,0.613257515
7601,Rafael Cabrera,1924,1948,30,98,20,1,2,1,9,38,7,11,3,5,0.204081633,0.271028037,0.285714286,0.556742323
7602,Rafael Devers,1994,2024,980,3802,1062,255,12,200,358,894,638,616,32,18,0.27932667,0.341346154,0.510520779,0.851866932
7603,Rafael Furcal,1978,2014,1614,6477,1817,311,69,113,643,910,587,1063,314,94,0.28053111,0.345505618,0.402192373,0.747697991
7604,Rafael Landestoy,1954,1984,596,1230,291,32,17,4,100,123,83,134,54,24,0.236585366,0.293984962,0.3,0.593984962
7605,Rafael March찼n,1999,2024,40,111,31,5,1,5,8,20,13,18,0,0,0.279279279,0.327731092,0.477477477,0.80520857
7606,Rafael Ortega,1994,2024,425,1150,282,45,4,22,128,251,110,140,49,19,0.245217391,0.320813772,0.348695652,0.669509424
7607,Rafael Palmeiro,1963,2005,2831,10472,3020,585,38,569,1353,1348,1834,1663,97,40,0.288388083,0.369809725,0.514514897,0.884324622
7608,Rafael Pedroso,1903,1927,108,374,80,7,2,3,20,75,44,31,2,5,0.213903743,0.253807107,0.267379679,0.521186786
7609,Rafael Ramirez,1957,1992,1539,5494,1432,224,31,53,264,621,484,562,112,75,0.26064798,0.294546718,0.341645431,0.636192149
7610,Rafael Robles,1947,1972,47,133,25,1,0,0,6,17,3,7,4,1,0.187969925,0.223021583,0.195488722,0.418510305
7611,Rafael Santana,1961,1990,668,2021,497,74,5,13,138,234,156,188,3,7,0.245917862,0.294117647,0.306778822,0.600896469
7612,Rafael Ynoa,1991,2016,94,199,56,14,2,0,7,39,22,19,1,0,0.281407035,0.305825243,0.371859296,0.677684539
7613,Raffy Lopez,1992,2018,76,174,32,3,0,7,22,71,26,20,1,0,0.183908046,0.275510204,0.32183908,0.597349285
7614,Rags Roberts,1900,1923,28,102,33,5,3,0,16,37,14,14,5,2,0.323529412,0.415254237,0.431372549,0.846626786
7615,Raimel Tapia,1993,2023,631,1879,514,95,16,29,120,383,201,261,63,17,0.273549761,0.317158579,0.387440128,0.704598707
7616,Rainey Bibbs,1915,1944,206,773,218,27,9,1,51,117,93,118,20,9,0.282018111,0.326456311,0.344113842,0.670570153
7617,Rajai Davis,1983,2019,1448,4244,1111,226,43,62,267,844,387,637,415,108,0.261781338,0.305475504,0.379123468,0.684598973
7618,Ralph Bryant,1962,1987,79,150,38,6,3,8,15,51,24,22,2,2,0.253333333,0.321212121,0.493333333,0.814545455
7619,Ralph Burgin,1914,1939,69,211,44,12,1,1,18,0,23,29,0,5,0.208530806,0.270742358,0.289099526,0.559841884
7620,Ralph Cleage,1901,1924,23,72,17,2,2,0,2,37,9,7,0,2,0.236111111,0.256756757,0.319444444,0.576201201
7621,Ralph Coles,1916,1941,28,83,20,1,0,1,11,40,12,11,4,5,0.240963855,0.329787234,0.289156627,0.618943861
7622,Ralph Ducy,1903,1926,35,120,28,4,1,1,3,37,6,15,0,2,0.233333333,0.25203252,0.308333333,0.560365854
7623,Ralph Garr,1945,1980,1317,5108,1562,212,64,75,246,445,408,717,172,83,0.305794832,0.337691446,0.416405638,0.754097084
7624,Ralph Hodgin,1920,1948,530,1689,481,79,24,4,97,63,188,198,7,12,0.284783896,0.323628219,0.367081113,0.690709333
7625,Ralph Houk,1924,1954,91,158,43,6,1,0,12,10,20,12,0,0,0.272151899,0.323529412,0.32278481,0.646314222
7626,Ralph Jefferson,1913,1939,85,312,81,8,4,0,17,76,32,38,4,8,0.259615385,0.29787234,0.310897436,0.608769776
7627,Ralph Johnson,1918,1941,17,40,7,2,0,0,3,2,4,4,1,2,0.175,0.23255814,0.225,0.45755814
7628,Ralph Kiner,1923,1955,1472,5205,1451,216,39,369,1011,749,1015,971,22,13,0.278770413,0.396074646,0.547934678,0.944009324
7629,Ralph LaCock,1949,1980,715,1729,444,86,11,27,182,171,224,214,8,8,0.256795836,0.327577185,0.366107577,0.693684761
7630,Ralph LaPointe,1924,1948,143,433,115,10,0,1,35,34,30,60,9,5,0.265588915,0.320512821,0.295612009,0.61612483
7631,Ralph Mattis,1891,1914,36,85,21,4,1,0,9,11,8,14,2,2,0.247058824,0.319148936,0.317647059,0.636795995
7632,Ralph Michaels,1901,1926,32,61,18,1,0,0,6,10,8,11,1,2,0.295081967,0.358208955,0.31147541,0.669684365
7633,Ralph Miller,1899,1924,163,557,138,24,1,3,18,43,54,48,6,9,0.247755835,0.271304348,0.31059246,0.581896807
7634,Ralph Milliard,1973,1998,42,93,16,2,0,0,17,20,3,12,3,1,0.172043011,0.3,0.193548387,0.493548387
7635,Ralph Mitterling,1893,1916,13,39,6,0,0,0,3,6,2,1,0,2,0.153846154,0.214285714,0.153846154,0.368131868
7636,Ralph Sharman,1894,1917,13,37,11,2,1,0,3,2,2,2,1,2,0.297297297,0.35,0.405405405,0.755405405
7637,Ralph Shinners,1900,1925,163,399,110,14,4,7,19,42,51,60,11,10,0.275689223,0.30861244,0.383458647,0.692071087
7638,Ralph Shropshire,1914,1937,10,32,3,1,0,0,1,37,1,1,0,2,0.09375,0.121212121,0.125,0.246212121
7639,Ralph Weigel,1924,1949,106,235,54,9,3,0,21,26,30,12,2,3,0.229787234,0.29296875,0.293617021,0.586585771
7640,Ralph Wyatt,1918,1946,121,475,115,8,9,3,31,187,48,68,10,14,0.242105263,0.288537549,0.315789474,0.604327023
7641,Ralph Young,1891,1922,1022,3643,898,108,30,4,495,235,254,480,92,68,0.246500137,0.336636056,0.295909964,0.63254602
7642,Ramiro Pena,1987,2016,341,644,162,24,4,9,36,130,63,72,12,4,0.251552795,0.291176471,0.343167702,0.634344172
7643,Ramiro Ramirez,1906,1932,74,244,56,4,1,1,34,113,29,33,3,9,0.229508197,0.323741007,0.266393443,0.59013445
7644,Ramon Aviles,1955,1981,117,190,51,9,0,2,21,22,24,21,0,0,0.268421053,0.341232227,0.347368421,0.688600649
7645,Ramon Bragana,1905,1928,23,69,15,2,0,1,4,37,5,9,1,2,0.217391304,0.260273973,0.289855072,0.550129045
7646,Ramon Caraballo,1971,1995,40,99,20,4,1,2,6,33,3,10,3,2,0.202020202,0.247619048,0.323232323,0.570851371
7647,Ramon Castro,1976,2011,576,1441,340,67,0,67,152,378,220,157,2,0,0.235947259,0.308851224,0.421929216,0.73078044
7648,Ramon Heredia,1916,1941,85,330,91,15,4,3,16,4,36,58,2,5,0.275757576,0.309248555,0.372727273,0.681975828
7649,Ramon Hernandez,1974,2013,1608,5378,1407,269,10,178,459,809,793,612,9,10,0.261621421,0.31968477,0.414652287,0.734337057
7650,Ramon Martinez,1974,2009,829,2056,529,98,10,29,174,267,249,230,10,9,0.25729572,0.315246637,0.357003891,0.672250528
7651,Ramon Nivar,1980,2005,42,121,27,1,2,0,4,19,12,13,5,4,0.223140496,0.248,0.26446281,0.51246281
7652,Ramon Rojas,1909,1932,28,109,30,4,1,2,5,2,17,17,4,2,0.275229358,0.307017544,0.385321101,0.692338645
7653,Ramon Santiago,1979,2014,920,2436,592,85,18,30,203,420,214,295,30,15,0.243021346,0.301250474,0.329638752,0.630889226
7654,Ram처n Cabrera,1992,2016,74,201,53,11,0,4,8,35,26,15,1,1,0.263681592,0.291866029,0.378109453,0.669975481
7655,Ram처n Flores,1992,2017,119,289,59,9,0,2,31,63,20,21,3,0,0.204152249,0.28125,0.256055363,0.537305363
7656,Ram처n Laureano,1995,2024,610,2107,521,122,9,82,167,643,252,306,65,19,0.247271001,0.302550572,0.430469862,0.733020434
7657,Ram처n Torres,1994,2018,42,102,23,4,0,0,5,15,5,13,1,0,0.225490196,0.261682243,0.264705882,0.526388125
7658,Ram처n Ur챠as,1997,2024,429,1322,346,64,6,39,110,336,171,170,6,4,0.26172466,0.318435754,0.407715582,0.726151337
7659,Ram처n V찼zquez,1978,2009,696,1951,496,86,17,22,217,414,176,244,20,7,0.254228601,0.328874539,0.349564326,0.678438865
7660,Rance Mulliniks,1954,1992,1325,3569,972,226,17,73,460,555,435,445,15,12,0.272345195,0.355423182,0.406556458,0.76197964
7661,Rance Pless,1933,1956,48,85,23,3,1,0,10,13,9,4,0,1,0.270588235,0.347368421,0.329411765,0.676780186
7662,Randal Grichuk,1991,2024,1248,4222,1064,250,28,203,256,1132,602,576,27,18,0.252013264,0.294774453,0.468735197,0.763509649
7663,Randall Simon,1976,2006,537,1609,455,71,3,49,82,148,237,172,2,4,0.282784338,0.317563572,0.422001243,0.739564815
7664,Randy Arozarena,1996,2024,641,2299,583,128,9,91,263,677,314,357,100,43,0.253588517,0.330210773,0.43584167,0.766052443
7665,Randy Asadoor,1963,1986,15,55,20,5,0,0,3,13,7,9,1,2,0.363636364,0.396551724,0.454545455,0.851097179
7666,Randy Bass,1954,1982,130,325,69,6,2,9,30,51,42,24,0,1,0.212307692,0.278873239,0.326153846,0.605027086
7667,Randy Bush,1959,1993,1219,3045,763,154,26,96,348,505,409,388,33,29,0.250574713,0.327438845,0.412807882,0.740246726
7668,Randy Elliott,1954,1980,114,288,62,12,2,8,18,57,35,31,0,3,0.215277778,0.261437908,0.354166667,0.615604575
7669,Randy Gomez,1961,1984,14,30,5,1,0,0,8,3,0,0,0,0,0.166666667,0.342105263,0.2,0.542105263
7670,Randy Hundley,1941,1977,1061,3442,813,118,13,82,271,565,381,311,12,17,0.236199884,0.291947212,0.349506101,0.641453314
7671,Randy Hunt,1962,1986,35,67,13,0,0,2,5,21,6,5,0,1,0.194029851,0.25,0.28358209,0.53358209
7672,Randy Jackson,1927,1959,955,3203,835,115,44,103,281,382,415,412,36,18,0.2606931,0.32032147,0.420543241,0.74086471
7673,Randy Johnson,1958,1984,305,738,191,31,0,16,79,102,89,81,5,11,0.258807588,0.330477356,0.365853659,0.696331015
7674,Randy Knorr,1968,2001,253,676,153,27,3,24,47,161,88,82,0,1,0.226331361,0.276625173,0.381656805,0.658281978
7675,Randy Kutcher,1963,1990,244,448,102,25,6,10,36,112,40,83,13,9,0.227678571,0.285123967,0.377232143,0.66235611
7676,Randy Milligan,1964,1994,703,2118,553,106,10,70,447,431,284,305,16,18,0.261095373,0.389863548,0.4197356,0.809599147
7677,Randy Moore,1905,1937,751,2253,627,110,17,27,158,85,308,258,11,19,0.278295606,0.325591041,0.37816245,0.703753491
7678,Randy Ready,1960,1995,776,2110,547,107,21,40,326,276,239,312,27,15,0.259241706,0.358374384,0.386729858,0.745104242
7679,Randy Ruiz,1985,2010,68,217,59,11,0,12,16,67,25,41,2,1,0.271889401,0.321888412,0.488479263,0.810367675
7680,Randy Velarde,1964,2002,1273,4244,1171,214,23,100,463,853,445,633,78,37,0.275918944,0.347142554,0.407869934,0.755012488
7681,Randy Winn,1975,2010,1717,6186,1759,367,59,110,526,1010,662,863,215,84,0.284351762,0.340435042,0.416100873,0.756535915
7682,Rangel Ravelo,1996,2020,42,74,14,3,0,3,7,18,13,9,0,0,0.189189189,0.259259259,0.351351351,0.610610611
7683,Rap Dixon,1903,1937,430,1550,521,92,36,58,201,303,347,375,89,23,0.336129032,0.412335808,0.554193548,0.966529356
7684,Rasty Wright,1867,1890,101,393,111,11,6,0,81,4,29,89,33,2,0.282442748,0.405063291,0.340966921,0.746030212
7685,Raul Casanova,1977,2008,387,1081,255,40,5,35,98,200,130,98,2,3,0.235892692,0.299406277,0.379278446,0.678684722
7686,Raul Chavez,1976,2009,263,680,157,27,1,7,31,115,65,48,4,2,0.230882353,0.264416315,0.304411765,0.56882808
7687,Raul Gonzalez,1977,2004,168,348,81,15,2,5,34,65,33,41,7,2,0.232758621,0.30104712,0.33045977,0.631506891
7688,Raul Ibanez,1973,2014,2161,7471,2034,424,51,305,713,1374,1207,1055,50,29,0.27225271,0.335654936,0.465131843,0.80078678
7689,Raul Mondesi,1970,2005,1525,5814,1589,319,49,271,475,1130,860,909,229,92,0.273305814,0.328192081,0.484864121,0.813056202
7690,Raul Navarro,1922,1945,18,59,13,1,1,1,3,1,6,7,0,0,0.220338983,0.258064516,0.322033898,0.580098414
7691,Ray Barker,1941,1967,192,318,68,16,0,10,29,76,44,34,1,0,0.213836478,0.279538905,0.358490566,0.638029471
7692,Ray Bates,1893,1917,155,515,120,20,9,2,24,48,70,51,15,5,0.233009709,0.26716141,0.318446602,0.585608012
7693,Ray Battle,1921,1945,82,210,42,1,2,0,20,2,22,25,1,2,0.2,0.269565217,0.223809524,0.493374741
7694,Ray Berres,1912,1945,561,1330,287,37,3,3,76,134,78,96,4,25,0.215789474,0.258179232,0.254887218,0.51306645
7695,Ray Blades,1900,1932,767,2415,726,133,51,50,331,310,340,467,33,36,0.300621118,0.384923525,0.460041408,0.844964933
7696,Ray Boone,1925,1960,1373,4589,1260,162,46,151,608,463,737,645,21,19,0.274569623,0.359438137,0.428633689,0.788071827
7697,Ray Brown,1920,1945,92,268,70,15,7,3,30,39,51,29,1,5,0.26119403,0.33557047,0.402985075,0.738555544
7698,Ray Busse,1949,1974,68,155,23,8,2,2,11,54,9,12,0,1,0.148387097,0.204819277,0.264516129,0.469335406
7699,Ray Chapman,1889,1920,1051,3785,1053,162,81,17,452,451,364,671,233,58,0.278203435,0.355204154,0.377278732,0.732482886
7700,Ray Coleman,1925,1952,559,1729,446,74,33,20,148,158,199,208,19,20,0.257952574,0.31646244,0.373626374,0.690088814
7701,Ray Dandridge,1914,1944,247,940,298,55,19,4,59,40,147,143,20,15,0.317021277,0.357357357,0.428723404,0.786080762
7702,Ray Demmitt,1890,1919,498,1631,419,61,33,8,172,195,165,205,42,34,0.256897609,0.327787022,0.349478847,0.677265869
7703,Ray Durham,1972,2008,1975,7408,2054,440,79,192,820,1201,875,1249,273,97,0.277267819,0.34929509,0.43574514,0.78504023
7704,Ray Flaskamper,1904,1927,26,95,21,5,0,0,3,8,6,12,0,0,0.221052632,0.244897959,0.273684211,0.51858217
7705,Ray Fosse,1945,1979,924,2957,758,117,13,61,203,363,324,299,15,19,0.256340886,0.304113924,0.366587758,0.670701682
7706,Ray French,1899,1924,82,187,36,6,1,0,14,21,19,29,3,1,0.192513369,0.248756219,0.235294118,0.484050337
7707,Ray Gardner,1906,1930,115,269,68,3,2,1,29,16,25,35,10,14,0.252788104,0.325503356,0.289962825,0.615466181
7708,Ray Giannelli,1971,1995,18,35,5,1,0,0,8,13,0,2,1,0,0.142857143,0.302325581,0.171428571,0.473754153
7709,Ray Grimes,1898,1926,433,1537,505,101,25,27,204,133,263,269,21,19,0.328562134,0.40723722,0.47950553,0.88674275
7710,Ray Haley,1892,1917,82,214,53,8,1,0,11,32,15,17,2,7,0.247663551,0.284444444,0.294392523,0.578836968
7711,Ray Hamrick,1920,1944,118,452,92,13,2,1,31,62,32,34,1,5,0.203539823,0.254658385,0.247787611,0.502445996
7712,Ray Hayworth,1908,1945,700,2062,546,92,16,5,198,188,238,221,2,13,0.264791465,0.32920354,0.332201746,0.661405286
7713,Ray Holbert,1973,2000,115,202,45,5,1,2,18,51,11,28,11,4,0.222772277,0.286363636,0.287128713,0.573492349
7714,Ray Jablonski,1930,1960,812,2562,687,126,11,83,196,330,438,297,16,13,0.268149883,0.320159536,0.423106948,0.743266484
7715,Ray Katt,1929,1959,417,1071,248,29,4,32,74,164,120,92,2,2,0.23155929,0.281222707,0.355742297,0.636965004
7716,Ray Knight,1953,1988,1495,4829,1311,266,27,84,343,579,595,490,14,25,0.271484779,0.319798917,0.389935805,0.709734722
7717,Ray Knode,1900,1926,109,207,55,7,1,2,17,11,21,32,6,4,0.265700483,0.321428571,0.338164251,0.659592823
7718,Ray Lamanno,1921,1948,443,1408,355,57,5,18,118,151,150,122,2,11,0.252130682,0.309960682,0.338068182,0.648028863
7719,Ray Lankford,1968,2004,1701,5747,1561,356,54,238,828,1550,874,968,258,117,0.271619976,0.363346008,0.476596485,0.839942493
7720,Ray Mack,1916,1947,791,2707,629,113,24,34,261,365,278,273,35,17,0.232360547,0.299865229,0.329516069,0.629381299
7721,Ray McDavid,1971,1995,20,45,10,1,0,0,3,14,2,4,2,1,0.222222222,0.270833333,0.244444444,0.515277778
7722,Ray Miller,1894,1917,25,48,8,2,0,0,10,6,2,2,0,2,0.166666667,0.310344828,0.208333333,0.518678161
7723,Ray Montgomery,1973,1998,47,87,21,5,1,1,6,23,8,14,0,0,0.24137931,0.290322581,0.356321839,0.64664442
7724,Ray Morehart,1902,1927,179,487,131,21,7,1,57,40,49,82,10,16,0.26899384,0.345588235,0.347022587,0.692610823
7725,Ray Morgan,1888,1918,741,2480,630,90,33,4,320,259,254,278,87,36,0.254032258,0.339285714,0.321774194,0.661059908
7726,Ray Mueller,1915,1951,986,2911,733,123,23,56,250,322,373,281,14,30,0.251803504,0.310977539,0.367571281,0.67854882
7727,Ray Murray,1926,1954,250,731,184,37,6,8,55,67,80,69,1,0,0.251709986,0.304071247,0.351573187,0.655644434
7728,Ray Neil,1923,1948,80,319,92,19,3,2,27,76,30,47,4,7,0.288401254,0.343930636,0.385579937,0.729510573
7729,Ray Nelson,1878,1901,40,130,26,2,0,0,10,37,7,12,3,2,0.2,0.257142857,0.215384615,0.472527473
7730,Ray Noble,1924,1953,201,519,123,22,7,14,47,153,75,62,7,9,0.23699422,0.300353357,0.387283237,0.687636594
7731,Ray O'Brien,1893,1916,16,57,12,3,2,0,1,14,3,5,0,2,0.210526316,0.224137931,0.333333333,0.557471264
7732,Ray Olmedo,1984,2012,218,444,102,18,2,2,26,90,27,53,6,1,0.22972973,0.272340426,0.292792793,0.565133218
7733,Ray Oyler,1942,1970,542,1265,221,39,6,15,135,359,86,110,2,6,0.174703557,0.254285714,0.250592885,0.5048786
7734,Ray Pepper,1909,1936,339,1015,285,46,10,14,59,136,170,109,2,13,0.280788177,0.320297952,0.387192118,0.70749007
7735,Ray Powell,1893,1924,875,3324,890,117,67,35,321,461,276,467,51,65,0.267749699,0.33223594,0.374849579,0.707085518
7736,Ray Rohwer,1898,1922,83,169,48,9,5,3,14,25,28,25,1,1,0.284023669,0.338797814,0.449704142,0.788501956
7737,Ray Sanders,1920,1949,630,2182,597,114,19,42,328,216,329,321,8,16,0.2736022,0.368525896,0.401008249,0.769534146
7738,Ray Schalk,1889,1929,1763,5306,1345,199,49,11,638,392,594,579,177,83,0.253486619,0.333613728,0.315680362,0.64929409
7739,Ray Schmandt,1894,1922,317,1054,284,36,13,3,46,75,122,122,11,18,0.269449715,0.3,0.336812144,0.636812144
7740,Ray Sheppard,1904,1932,217,739,209,34,14,10,38,151,102,110,20,12,0.282814614,0.317889318,0.407307172,0.72519649
7741,Ray Smith,1958,1983,83,215,47,6,1,1,11,18,10,16,1,0,0.218604651,0.256637168,0.269767442,0.52640461
7742,Ray Stephens,1967,1992,19,35,6,1,0,1,1,11,1,2,0,0,0.171428571,0.194444444,0.285714286,0.48015873
7743,Ray Webster,1942,1971,427,855,205,33,7,19,76,101,109,87,10,4,0.239766082,0.301825994,0.361403509,0.663229502
7744,Raymond Charles,1885,1910,237,851,186,23,7,1,54,76,51,76,24,7,0.218566392,0.26519337,0.265569918,0.530763288
7745,Raymond Taylor,1913,1944,153,443,78,11,3,1,33,151,42,39,7,18,0.176072235,0.233193277,0.221218962,0.454412239
7746,Razor Shines,1961,1987,68,81,15,1,0,0,5,12,5,0,1,1,0.185185185,0.23255814,0.197530864,0.430089004
7747,Reb Russell,1899,1923,154,511,165,32,15,21,34,39,133,100,7,3,0.322896282,0.365137615,0.567514677,0.932652292
7748,Rebel Oakes,1886,1915,988,3619,1011,112,42,15,265,207,397,428,163,16,0.279358939,0.328527291,0.34595192,0.674479212
7749,Rece Hinds,2001,2024,24,46,12,4,1,5,4,16,11,9,2,0,0.260869565,0.32,0.717391304,1.037391304
7750,Recurvon Teran,1900,1924,78,301,69,9,5,2,22,75,42,47,5,5,0.22923588,0.281733746,0.312292359,0.594026105
7751,Red Badgro,1906,1930,143,382,98,30,3,2,24,42,45,57,4,5,0.256544503,0.300492611,0.366492147,0.666984757
7752,Red Barkley,1918,1943,63,163,43,9,0,0,19,26,21,16,2,5,0.263803681,0.340659341,0.319018405,0.659677746
7753,Red Barnes,1904,1930,286,836,225,41,24,8,95,76,97,152,12,5,0.269138756,0.343716434,0.40430622,0.748022654
7754,Red Borom,1921,1945,62,144,36,4,0,0,9,10,10,20,4,2,0.25,0.294117647,0.277777778,0.571895425
7755,Red Charleston,1907,1932,26,56,14,2,0,0,3,112,3,7,0,7,0.25,0.288135593,0.285714286,0.573849879
7756,Red Corriden,1888,1915,222,640,131,21,5,6,75,123,47,97,26,11,0.2046875,0.288111888,0.28125,0.569361888
7757,Red Dooin,1879,1916,1294,4004,961,139,31,10,155,386,344,333,133,34,0.24000999,0.268333734,0.297702298,0.566036032
7758,Red Dorman,1905,1928,25,77,28,6,0,0,9,6,11,12,1,0,0.363636364,0.430232558,0.441558442,0.871791
7759,Red Downey,1886,1909,19,78,20,1,0,0,2,37,8,7,4,2,0.256410256,0.275,0.269230769,0.544230769
7760,Red Downs,1887,1912,242,790,179,30,11,3,28,97,94,67,13,7,0.226582278,0.253056235,0.303797468,0.556853703
7761,Red Durrett,1921,1945,19,48,7,1,0,1,10,13,1,5,0,5,0.145833333,0.293103448,0.229166667,0.522270115
7762,Red Ehret,1865,1888,17,63,12,4,0,0,1,37,4,4,1,2,0.19047619,0.203125,0.253968254,0.457093254
7763,Red Fisher,1887,1910,24,72,9,2,1,0,8,37,3,5,5,2,0.125,0.2125,0.180555556,0.393055556
7764,Red Hadley,1915,1939,27,88,22,3,1,0,3,41,5,9,3,2,0.25,0.274725275,0.306818182,0.581543457
