,full_name,birth_year,retire_year,G,AB,H,2B,3B,HR,BB,SO,RBI,R,SB,CS,AVG,OBP,SLG,OPS
7765,Red Hale,1915,1939,32,112,29,2,7,3,7,2,19,20,3,0,0.258928571,0.302521008,0.482142857,0.784663866
7766,Red Haley,1905,1928,14,31,8,2,2,0,2,0,2,2,0,2,0.258064516,0.303030303,0.451612903,0.754643206
7767,Red Hayworth,1921,1945,146,430,91,15,1,1,17,19,42,27,0,2,0.211627907,0.241610738,0.258139535,0.499750273
7768,Red Holt,1902,1925,27,88,24,7,0,1,12,9,8,13,0,0,0.272727273,0.36,0.386363636,0.746363636
7769,Red Juelich,1916,1939,18,46,11,0,2,0,2,4,4,5,0,2,0.239130435,0.270833333,0.326086957,0.59692029
7770,Red Kelly,1887,1910,14,45,7,0,1,0,7,37,1,6,0,2,0.155555556,0.269230769,0.2,0.469230769
7771,Red Killefer,1887,1916,470,1537,381,61,16,3,128,209,116,181,57,32,0.247885491,0.305705706,0.314248536,0.619954242
7772,Red Kleinow,1881,1911,587,1665,354,45,20,3,153,263,135,146,42,18,0.212612613,0.278877888,0.269069069,0.547946957
7773,Red Kress,1905,1940,1391,5086,1454,298,58,89,473,453,799,691,47,56,0.285882816,0.34664508,0.419779788,0.766424868
7774,Red Lanning,1893,1916,19,33,6,2,0,0,10,9,1,5,0,2,0.181818182,0.372093023,0.242424242,0.614517266
7775,Red Longley,1913,1947,238,744,174,22,6,4,89,190,88,80,12,18,0.233870968,0.315726291,0.295698925,0.611425215
7776,Red Massey,1895,1918,67,203,59,6,2,0,23,20,18,20,1,2,0.290640394,0.362831858,0.339901478,0.702733336
7777,Red McKee,1890,1916,189,433,110,10,7,2,54,64,49,38,9,9,0.25404157,0.336755647,0.323325635,0.660081282
7778,Red McNeal,1908,1932,41,157,45,7,1,1,14,37,14,33,3,5,0.286624204,0.34502924,0.363057325,0.708086565
7779,Red Moore,1913,1940,164,548,153,24,8,3,56,79,88,79,5,5,0.27919708,0.34602649,0.368613139,0.714639629
7780,Red Morgan,1883,1906,88,307,66,6,3,1,16,37,21,20,7,2,0.214983713,0.253869969,0.263843648,0.517713617
7781,Red Murray,1884,1917,1270,4334,1170,168,96,37,299,344,579,555,321,31,0.269958468,0.317073171,0.378634056,0.695707227
7782,Red Nonnenkamp,1914,1940,155,263,69,6,2,0,33,24,24,49,6,4,0.262357414,0.344594595,0.300380228,0.644974823
7783,Red Owens,1881,1905,51,189,37,6,2,1,8,75,21,14,1,5,0.195767196,0.228426396,0.264550265,0.49297666
7784,Red Rolfe,1910,1942,1175,4827,1394,257,67,69,526,335,497,942,44,20,0.28879221,0.358677377,0.412678682,0.77135606
7785,Red Rollings,1905,1930,185,355,89,13,2,0,27,23,28,36,5,3,0.250704225,0.303664921,0.298591549,0.602256471
7786,Red Schoendienst,1922,1963,2216,8479,2449,427,78,84,606,346,773,1223,89,41,0.28883123,0.336268575,0.387309824,0.723578399
7787,Red Shannon,1897,1926,311,1070,277,38,22,0,109,178,91,124,21,17,0.258878505,0.327396098,0.335514019,0.662910117
7788,Red Smith,1894,1927,1165,3966,1098,210,49,27,428,424,520,480,118,30,0.276853253,0.347291761,0.374936964,0.722228726
7789,Red Smyth,1892,1918,129,236,45,2,4,0,28,31,12,32,7,9,0.190677966,0.276515152,0.233050847,0.509565999
7790,Red Steiner,1922,1945,38,79,15,1,0,0,15,6,6,6,0,0,0.189873418,0.319148936,0.202531646,0.521680582
7791,Red Thomas,1898,1921,8,30,8,3,0,1,4,5,5,5,0,1,0.266666667,0.352941176,0.466666667,0.819607843
7792,Red Treadway,1921,1945,138,394,105,9,4,4,33,24,28,54,5,5,0.266497462,0.323185012,0.340101523,0.663286535
7793,Red Wilson,1928,1960,602,1765,455,84,8,24,215,163,189,206,25,12,0.257790368,0.338383838,0.355240793,0.693624632
7794,Red Woodhead,1856,1879,34,131,21,1,0,0,0,23,2,4,6,2,0.160305344,0.160305344,0.167938931,0.328244275
7795,Red Worthington,1908,1934,292,1037,298,69,18,12,48,71,111,118,2,9,0.287367406,0.318894009,0.423336548,0.742230557
7796,Reddy Mack,1862,1890,550,2062,524,87,36,6,275,256,262,381,89,14,0.254122211,0.341891314,0.339961203,0.681852516
7797,Reed Johnson,1980,2015,1320,3630,1014,215,23,65,181,728,408,518,41,29,0.279338843,0.313565993,0.404958678,0.718524671
7798,Reese McGuire,1995,2024,355,942,237,54,2,16,60,230,82,93,7,1,0.251592357,0.296407186,0.364118896,0.660526082
7799,Reggie Abercrombie,1983,2008,180,386,86,20,2,9,21,123,34,65,18,8,0.222797927,0.262899263,0.35492228,0.617821543
7800,Reggie Baldwin,1955,1979,52,87,21,6,0,1,3,4,12,5,0,0,0.24137931,0.266666667,0.344827586,0.611494253
7801,Reggie Jackson,1944,1987,2820,9864,2584,463,49,563,1375,2597,1702,1551,228,115,0.261962693,0.352255539,0.490064882,0.842320421
7802,Reggie Jefferson,1968,1999,680,2123,637,131,11,72,146,451,300,285,2,5,0.300047103,0.345085941,0.473857748,0.818943689
7803,Reggie Sanders,1967,2007,1803,6340,1693,348,60,308,679,1634,993,1049,305,115,0.2670347,0.337939877,0.48659306,0.824532937
7804,Reggie Smith,1943,1982,1987,7033,2020,363,57,314,890,1030,1092,1123,137,86,0.287217404,0.367285119,0.48898052,0.85626564
7805,Reggie Taylor,1978,2005,260,507,117,22,6,14,28,163,58,62,21,8,0.230769231,0.271028037,0.380670611,0.651698649
7806,Reggie Walton,1957,1982,56,104,26,7,0,2,5,13,9,10,2,2,0.25,0.28440367,0.375,0.65940367
7807,Reggie Williams,1969,1999,288,515,132,19,5,7,43,121,53,74,16,10,0.25631068,0.313620072,0.353398058,0.66701813
7808,Reggie Willits,1983,2011,414,844,218,35,1,0,129,169,58,146,40,17,0.258293839,0.356628983,0.302132701,0.658761684
7809,Reid Brignac,1985,2016,369,886,194,36,4,12,51,246,84,83,9,7,0.218961625,0.261472785,0.309255079,0.570727864
7810,Reid Nichols,1957,1987,540,1160,308,63,8,22,99,149,131,156,27,21,0.265517241,0.323272438,0.390517241,0.71378968
7811,Reinaldo Drake,1922,1948,96,351,96,12,3,2,36,113,34,55,9,7,0.273504274,0.341085271,0.341880342,0.682965613
7812,Remy Hermoso,1948,1974,91,223,47,3,1,0,14,21,8,25,6,3,0.210762332,0.257383966,0.233183857,0.490567823
7813,Renato N첬챰ez,1993,2021,307,1055,258,51,0,56,82,296,154,137,1,1,0.244549763,0.299032542,0.452132701,0.751165243
7814,Rene Gonzales,1962,1997,705,1539,368,59,4,19,161,230,136,185,23,16,0.239116309,0.311176471,0.319688109,0.63086458
7815,Rene Lachemann,1943,1968,118,281,59,9,1,9,13,69,33,23,0,0,0.209964413,0.244897959,0.34519573,0.590093689
7816,Rene Monteagudo,1921,1945,124,231,69,8,0,0,28,8,19,28,2,2,0.298701299,0.374517375,0.333333333,0.707850708
7817,Rene Reyes,1980,2004,81,177,39,9,1,2,10,36,8,18,2,1,0.220338983,0.262032086,0.316384181,0.578416266
7818,Rene Tosoni,1988,2011,60,172,35,7,1,5,14,42,22,20,0,2,0.203488372,0.26344086,0.343023256,0.606464116
7819,Rennie Stennett,1948,1981,1237,4521,1239,177,41,41,207,348,432,500,75,54,0.274054413,0.305837563,0.358548994,0.664386557
7820,Reno Bertoia,1930,1962,612,1745,425,60,10,27,142,252,171,204,16,15,0.243553009,0.300476948,0.335816619,0.636293566
7821,Ren�?Pinto,1999,2024,83,225,52,9,0,10,8,87,32,20,0,0,0.231111111,0.25751073,0.404444444,0.661955174
7822,Ren�?Rivera,1986,2021,542,1492,330,65,2,43,93,446,176,120,1,1,0.221179625,0.266876972,0.353887399,0.620764371
7823,Rex Hudler,1963,1998,774,1767,461,96,10,56,77,325,169,261,106,43,0.260894171,0.29175705,0.421618563,0.713375612
7824,Rey Fuentes,1992,2017,100,210,50,2,2,3,14,59,15,25,7,3,0.238095238,0.285714286,0.30952381,0.595238095
7825,Rey Ordonez,1973,2004,973,3115,767,129,17,12,191,339,287,291,28,24,0.246227929,0.289776165,0.31011236,0.599888524
7826,Rey Palacios,1965,1990,101,114,22,5,0,3,7,42,17,22,2,3,0.192982456,0.239669421,0.315789474,0.555458895
7827,Rey Quinones,1963,1989,451,1533,373,75,6,29,89,240,159,173,5,11,0.243313764,0.284833539,0.356816699,0.641650238
7828,Rey Sanchez,1968,2005,1490,4850,1317,193,32,15,229,508,389,549,55,32,0.271546392,0.304390628,0.333814433,0.638205061
7829,Rhyne Hughes,1987,2010,14,47,10,2,0,0,4,19,4,3,0,0,0.212765957,0.274509804,0.255319149,0.529828953
7830,Rhys Hoskins,1995,2024,798,2876,684,163,7,174,441,838,487,451,18,8,0.23783032,0.339161893,0.480876217,0.82003811
7831,Ri Jones,1860,1884,71,279,71,5,1,2,12,75,62,37,11,5,0.254480287,0.285223368,0.301075269,0.586298637
7832,Ricardo Torres,1897,1922,22,37,11,1,0,0,2,6,3,8,0,0,0.297297297,0.333333333,0.324324324,0.657657658
7833,Riccardo Ingram,1971,1995,16,31,6,0,0,0,3,3,3,3,0,1,0.193548387,0.264705882,0.193548387,0.458254269
7834,Rich Amaral,1968,2000,727,1788,493,82,10,11,176,277,159,305,112,39,0.275727069,0.340631365,0.351230425,0.69186179
7835,Rich Aude,1971,1996,62,151,34,9,0,2,7,35,24,11,1,2,0.225165563,0.259493671,0.324503311,0.583996982
7836,Rich Aurilia,1972,2009,1652,5721,1576,301,22,186,450,861,756,745,23,18,0.275476315,0.328309836,0.433315854,0.76162569
7837,Rich Barry,1946,1969,20,32,6,1,0,0,5,6,0,4,0,0,0.1875,0.297297297,0.21875,0.516047297
7838,Rich Becker,1970,2000,789,2227,570,100,12,45,350,616,243,345,66,26,0.255949708,0.357004269,0.372249663,0.729253932
7839,Rich Butler,1974,1999,86,251,56,5,3,7,19,44,22,30,4,3,0.22310757,0.277777778,0.35059761,0.628375387
7840,Rich Chiles,1950,1978,284,618,157,37,2,6,50,65,76,68,1,4,0.254045307,0.30988024,0.349514563,0.659394803
7841,Rich Coggins,1949,1976,342,1083,287,42,13,12,72,100,90,125,50,21,0.265004617,0.310822511,0.361034164,0.671856675
7842,Rich Dauer,1953,1985,1140,3829,984,193,3,43,297,219,372,448,6,13,0.256986158,0.310470189,0.342648211,0.6531184
7843,Rich Gedman,1957,1992,1033,3159,795,176,12,88,236,509,382,331,3,4,0.251661918,0.303681885,0.398543843,0.702225728
7844,Rich Gee,1901,1929,122,372,107,21,4,5,37,224,60,48,6,14,0.287634409,0.35207824,0.405913978,0.757992218
7845,Rich Hacker,1948,1971,16,33,4,1,0,0,3,12,2,2,0,0,0.121212121,0.194444444,0.151515152,0.345959596
7846,Rich McKinney,1948,1977,341,886,199,28,2,20,77,124,100,79,4,3,0.224604966,0.286604361,0.328442438,0.615046799
7847,Rich Morales,1944,1974,480,1053,205,26,3,6,95,159,64,81,7,7,0.194681861,0.261324042,0.242165242,0.503489284
7848,Rich Murray,1959,1983,57,204,44,8,2,4,11,51,25,19,2,1,0.215686275,0.255813953,0.333333333,0.589147287
7849,Rich Reese,1941,1973,866,2020,512,73,17,52,158,270,245,248,16,15,0.253465347,0.307621671,0.383663366,0.691285038
7850,Rich Rollins,1938,1970,1002,3303,887,125,20,77,266,410,399,419,17,10,0.268543748,0.323059681,0.388434756,0.711494437
7851,Rich Rowland,1967,1995,98,230,49,8,0,9,22,71,26,22,0,0,0.213043478,0.281746032,0.365217391,0.646963423
7852,Rich Severson,1947,1971,93,270,69,11,3,1,19,38,23,26,0,0,0.255555556,0.30449827,0.32962963,0.6341279
7853,Richard Hidalgo,1974,2005,987,3459,929,214,19,171,358,737,560,531,48,34,0.268574733,0.337175793,0.489736918,0.826912711
7854,Richard Hoblitzell,1885,1918,1319,4706,1310,194,88,27,407,331,593,591,173,47,0.278368041,0.335810679,0.374203145,0.710013824
7855,Richard Urena,1994,2019,91,241,61,14,0,2,15,83,14,20,3,1,0.253112033,0.296875,0.336099585,0.632974585
7856,Richie Ashburn,1925,1962,2189,8365,2574,317,109,29,1198,571,586,1322,234,99,0.307710699,0.394436892,0.382068141,0.776505033
7857,Richie Hebner,1945,1985,1908,6144,1694,273,57,203,687,741,890,865,38,40,0.275716146,0.348558044,0.437825521,0.786383565
7858,Richie Martin,1997,2022,170,411,87,10,5,7,21,121,34,42,13,4,0.211678832,0.25,0.311435523,0.561435523
7859,Richie Palacios,1999,2024,178,469,109,20,1,11,60,98,47,62,23,1,0.232409382,0.319470699,0.349680171,0.66915087
7860,Richie Scheinblum,1944,1974,462,1218,320,52,9,13,149,135,127,131,0,6,0.26272578,0.343087052,0.352216749,0.695303801
7861,Richie Sexson,1974,2008,1367,4928,1286,260,17,306,588,1313,943,748,14,13,0.260957792,0.339738941,0.506899351,0.846638292
7862,Richie Shaffer,1992,2016,51,122,26,9,0,5,15,50,10,16,0,2,0.213114754,0.299270073,0.409836066,0.709106139
7863,Richie Zisk,1948,1983,1453,5144,1477,245,26,207,533,910,792,681,8,15,0.287130638,0.354060243,0.46559098,0.819651223
7864,Rick Ankiel,1984,2013,598,1834,444,100,9,74,156,526,242,251,21,12,0.242093784,0.301507538,0.427480916,0.728988454
7865,Rick Auerbach,1948,1981,624,1407,309,56,5,9,127,198,86,167,36,21,0.219616205,0.28422425,0.285714286,0.569938536
7866,Rick Bladt,1951,1975,62,130,28,3,1,1,11,13,12,14,6,2,0.215384615,0.276595745,0.276923077,0.553518822
7867,Rick Bosetti,1953,1982,445,1543,385,70,8,17,79,188,133,172,30,34,0.249513934,0.286066584,0.338302009,0.624368594
7868,Rick Burleson,1952,1987,1346,5139,1401,256,23,50,420,477,449,656,72,68,0.272621133,0.327576902,0.360575988,0.68815289
7869,Rick Cerone,1952,1992,1329,4069,998,190,15,59,320,450,436,393,6,22,0.245269108,0.300296195,0.342836078,0.643132273
7870,Rick Dempsey,1946,1992,1766,4692,1093,223,12,96,592,736,471,525,20,19,0.232949702,0.318887207,0.346973572,0.665860779
7871,Rick Ferrell,1907,1947,1884,6028,1692,324,45,28,931,277,734,687,29,35,0.280690113,0.376921972,0.363304579,0.74022655
7872,Rick Herrscher,1939,1962,35,50,11,3,0,1,5,11,6,5,0,0,0.22,0.290909091,0.34,0.630909091
7873,Rick Joseph,1943,1970,270,633,154,26,1,13,51,141,65,69,2,3,0.24328594,0.299707602,0.349131122,0.648838724
7874,Rick Lancellotti,1965,1990,36,65,11,2,0,2,2,18,11,4,0,0,0.169230769,0.194029851,0.292307692,0.486337543
7875,Rick Leach,1958,1990,799,1719,460,100,10,18,176,217,183,205,8,8,0.26759744,0.335620053,0.368819081,0.704439134
7876,Rick Manning,1952,1987,1555,5248,1349,189,43,56,471,616,458,664,168,78,0.257050305,0.318237454,0.341463415,0.659700869
7877,Rick Miller,1948,1985,1482,3887,1046,161,35,28,454,583,369,552,78,65,0.269102135,0.345542502,0.350141497,0.695683999
7878,Rick Monday,1943,1984,1986,6136,1619,248,64,241,924,1513,775,950,98,91,0.263852673,0.3601983,0.442959583,0.803157883
7879,Rick Parker,1968,1996,163,225,55,9,0,2,16,36,24,36,9,4,0.244444444,0.294605809,0.311111111,0.60571692
7880,Rick Peters,1959,1986,307,919,255,34,10,2,107,107,80,135,20,24,0.277475517,0.352826511,0.342763874,0.695590384
7881,Rick Reichardt,1941,1974,997,3307,864,109,24,116,263,672,445,391,40,41,0.261263985,0.315686275,0.413970366,0.72965664
7882,Rick Renick,1945,1972,276,553,122,20,2,20,63,142,71,71,0,4,0.220614828,0.300324675,0.372513562,0.672838238
7883,Rick Renteria,1967,1994,184,422,100,20,2,4,25,49,41,42,2,6,0.236966825,0.279642058,0.322274882,0.60191694
7884,Rick Schu,1965,1996,580,1568,386,67,13,41,139,282,134,189,17,16,0.246173469,0.307557118,0.383928571,0.691485689
7885,Rick Sofield,1956,1981,207,612,149,25,4,9,44,141,66,69,9,10,0.243464052,0.294207317,0.341503268,0.635710585
7886,Rick Stelmaszek,1949,1974,60,88,15,3,0,1,17,18,10,4,0,0,0.170454545,0.304761905,0.238636364,0.543398268
7887,Rick Sweet,1958,1983,272,736,172,23,1,6,60,73,57,62,6,6,0.233695652,0.291457286,0.292119565,0.583576852
7888,Rick Wilkins,1968,2001,720,2114,515,95,7,81,278,571,275,280,9,12,0.243614002,0.331521739,0.41012299,0.741644729
7889,Rick Wrona,1966,1994,79,168,41,6,1,3,5,41,18,16,1,0,0.244047619,0.265895954,0.345238095,0.611134049
7890,Rickey Henderson,1956,2003,3081,10961,3055,510,66,297,2190,1694,1115,2295,1406,335,0.278715446,0.398828986,0.418574948,0.817403934
7891,Rickie Weeks,1981,2017,1324,4417,1087,219,33,161,533,1230,474,733,132,32,0.246094634,0.327272727,0.419968304,0.747241032
7892,Ricky Adams,1960,1985,120,247,53,5,1,4,10,37,16,35,3,2,0.214574899,0.245136187,0.291497976,0.536634162
7893,Ricky Gutierrez,1970,2004,1119,3632,967,141,25,38,364,586,357,471,50,30,0.266244493,0.333083083,0.350220264,0.683303347
7894,Ricky Jones,1963,1986,16,33,6,2,0,0,6,8,4,2,0,0,0.181818182,0.307692308,0.242424242,0.55011655
7895,Ricky Jordan,1966,1996,677,2104,592,116,10,55,77,303,304,261,10,6,0.281368821,0.306740028,0.424429658,0.731169685
7896,Ricky Ledee,1975,2007,855,2030,494,120,17,63,244,495,318,290,29,15,0.243349754,0.324538259,0.412315271,0.73685353
7897,Ricky Nelson,1960,1986,123,320,79,13,3,6,19,59,39,38,8,4,0.246875,0.289085546,0.3625,0.651585546
7898,Ricky Otero,1972,1997,189,613,157,19,9,2,56,55,36,79,18,14,0.256117455,0.31838565,0.326264274,0.644649924
7899,Ricky Seilheimer,1957,1980,21,52,11,3,1,1,4,15,3,4,1,0,0.211538462,0.267857143,0.365384615,0.633241758
7900,Rico Brogna,1970,2001,848,2958,795,176,13,106,227,655,458,379,32,16,0.268762677,0.320879121,0.444557133,0.765436254
7901,Rico Carty,1942,1979,1651,5606,1677,278,17,204,642,663,890,712,21,26,0.299143775,0.371158771,0.463967178,0.835125949
7902,Rico Petrocelli,1941,1976,1553,5390,1352,237,22,210,661,926,773,653,10,22,0.250834879,0.332672286,0.419851577,0.752523863
7903,Rico Rossy,1972,1998,147,317,67,18,1,4,35,45,28,43,0,3,0.211356467,0.289772727,0.312302839,0.602075566
7904,Riggs Stephenson,1898,1934,1309,4508,1515,321,54,63,494,247,773,715,53,30,0.33606921,0.401639344,0.473158829,0.874798173
7905,Rikkert Faneyte,1970,1996,80,132,23,7,1,0,16,42,9,10,1,0,0.174242424,0.263513514,0.242424242,0.505937756
7906,Riley Adams,1998,2024,180,500,112,30,4,13,48,166,49,45,1,1,0.224,0.291970803,0.378,0.669970803
7907,Riley Greene,1999,2024,329,1266,338,64,14,40,135,390,153,179,12,6,0.266982622,0.337615989,0.434439179,0.772055167
7908,Rio Ruiz,1993,2021,315,849,180,33,3,28,90,220,109,95,5,3,0.212014134,0.287539936,0.356890459,0.644430395
7909,Rip Radcliff,1911,1943,1081,4074,1267,205,50,42,310,141,533,598,40,30,0.310996564,0.359717153,0.416789396,0.776506549
7910,Rip Repulski,1930,1961,928,3088,830,153,23,106,207,433,416,407,25,29,0.268782383,0.314719272,0.436204663,0.750923935
7911,Rip Russell,1919,1947,425,1402,344,52,8,29,83,142,192,133,4,10,0.245363766,0.287542088,0.355920114,0.643462202
7912,Rip Wade,1900,1923,33,69,16,2,2,2,5,10,14,8,0,0,0.231884058,0.283783784,0.405797101,0.689580885
7913,Ripper Collins,1910,1941,1084,3784,1121,205,65,135,356,373,659,615,18,21,0.296247357,0.356763285,0.491807611,0.848570896
7914,Rivington Bisland,1889,1914,32,102,12,1,0,0,8,7,5,12,2,10,0.117647059,0.181818182,0.12745098,0.309269162
7915,Rob Andrews,1952,1979,493,1454,365,30,15,3,148,120,91,174,33,16,0.251031637,0.320224719,0.298486933,0.618711652
7916,Rob Belloir,1952,1978,81,167,36,5,1,0,12,15,13,18,0,0,0.215568862,0.268156425,0.25748503,0.525641455
7917,Rob Bowen,1981,2008,216,378,79,20,1,9,48,139,43,50,1,3,0.208994709,0.298122066,0.338624339,0.636746404
7918,Rob Brantly,1993,2024,138,423,94,21,0,7,33,98,37,32,1,1,0.222222222,0.278508772,0.321513002,0.600021774
7919,Rob Butler,1973,1999,109,218,53,13,2,0,19,28,21,32,3,3,0.243119266,0.303797468,0.321100917,0.624898386
7920,Rob Deer,1963,1996,1155,3881,853,148,13,230,575,1409,600,578,43,31,0.219788714,0.320466786,0.44241175,0.762878536
7921,Rob Ducey,1966,2001,703,1279,309,78,13,31,166,346,146,190,22,17,0.241594996,0.328719723,0.395621579,0.724341303
7922,Rob Ellis,1950,1975,64,166,38,4,0,0,16,35,10,16,0,2,0.228915663,0.296703297,0.253012048,0.549715345
7923,Rob Johnson,1984,2013,265,736,147,38,4,8,72,186,64,62,6,2,0.199728261,0.271039604,0.294836957,0.56587656
7924,Rob Mackowiak,1978,2008,856,2328,603,111,18,64,227,586,286,307,49,17,0.259020619,0.324853229,0.404639175,0.729492404
7925,Rob Natal,1969,1997,120,289,57,10,3,4,30,68,19,13,2,1,0.197231834,0.272727273,0.294117647,0.56684492
7926,Rob Nelson,1963,1990,76,152,27,2,1,4,24,66,11,12,1,3,0.177631579,0.289772727,0.282894737,0.572667464
7927,Rob Picciolo,1954,1985,731,1628,381,56,10,17,25,254,109,192,9,11,0.234029484,0.245614035,0.312039312,0.557653347
7928,Rob Refsnyder,1993,2024,471,1163,294,61,3,24,142,302,124,159,19,9,0.252794497,0.334099617,0.372312984,0.706412601
7929,Rob Richie,1966,1989,19,49,13,4,2,1,5,10,10,6,0,1,0.265306122,0.333333333,0.489795918,0.823129252
7930,Rob Ryan,1976,2001,55,64,15,2,1,2,5,21,7,8,0,0,0.234375,0.289855072,0.390625,0.680480072
7931,Rob Segedin,1993,2017,53,93,21,4,1,2,6,29,13,12,0,0,0.225806452,0.272727273,0.35483871,0.627565982
7932,Rob Sperring,1951,1977,208,473,100,13,1,3,46,107,30,48,1,6,0.21141649,0.281310212,0.262156448,0.54346666
7933,Rob Wilfong,1954,1987,959,2690,668,97,23,39,205,387,261,318,54,33,0.248327138,0.301554404,0.344981413,0.646535817
7934,Robb Quinlan,1980,2010,458,1112,307,54,5,25,69,187,121,134,16,10,0.276079137,0.318374259,0.401079137,0.719453396
7935,Robbie Grossman,1990,2024,1212,3891,943,204,15,93,590,1014,431,524,67,27,0.242354151,0.342111136,0.374196865,0.716308
7936,Robbie Wine,1963,1987,23,41,6,2,0,0,2,14,0,3,0,0,0.146341463,0.186046512,0.195121951,0.381168463
7937,Robby Hammock,1983,2011,182,481,122,30,4,12,38,99,48,62,6,5,0.253638254,0.308285164,0.407484407,0.715769571
7938,Robby Thompson,1963,1996,1304,4612,1187,238,39,119,439,987,458,671,103,62,0.257372073,0.321916452,0.40329575,0.725212202
7939,Robel Garc챠a,1997,2021,78,178,31,5,2,6,15,77,19,16,0,0,0.174157303,0.238341969,0.325842697,0.564184666
7940,Robert Abernathy,1923,1948,32,115,30,3,0,0,12,112,14,15,1,5,0.260869565,0.330708661,0.286956522,0.617665183
7941,Robert Andino,1984,2016,481,1344,313,58,1,18,113,313,97,159,24,12,0.232886905,0.292381606,0.317708333,0.610089939
7942,Robert Bonner,1900,1926,145,533,118,31,6,7,37,114,56,71,7,7,0.221388368,0.271929825,0.341463415,0.613393239
7943,Robert Eenhoorn,1971,1997,37,67,16,3,0,1,3,10,10,7,0,0,0.23880597,0.271428571,0.328358209,0.59978678
7944,Robert Fick,1975,2007,846,2373,613,116,12,69,235,386,324,287,6,9,0.258322798,0.325153374,0.404551201,0.729704575
7945,Robert Gaston,1914,1948,195,557,128,28,3,2,64,228,74,66,1,22,0.229802513,0.309178744,0.301615799,0.610794543
7946,Robert Hudspeth,1898,1929,377,1392,434,76,19,35,111,262,244,189,17,18,0.311781609,0.362608117,0.469109195,0.831717313
7947,Robert LaMotte,1899,1926,222,693,175,34,9,3,66,50,85,99,11,6,0.252525253,0.317523057,0.340548341,0.658071397
7948,Robert Lindsey,1908,1931,16,31,8,1,0,0,4,1,2,2,1,2,0.258064516,0.342857143,0.290322581,0.633179724
7949,Robert Machado,1973,2004,253,636,146,36,2,11,45,135,61,66,0,0,0.229559748,0.280469897,0.344339623,0.62480952
7950,Robert Mitchell,1901,1924,39,100,29,4,2,2,13,37,17,20,9,2,0.29,0.371681416,0.43,0.801681416
7951,Robert Perez,1973,2001,221,497,126,19,1,8,11,74,44,49,3,1,0.253521127,0.269685039,0.344064386,0.613749426
7952,Roberto Alomar,1965,2004,2379,9073,2724,504,80,210,1032,1140,1134,1508,474,114,0.300231456,0.37169718,0.442852419,0.814549599
